"Plot Title: Plug Load Logger51516"
"#","Date Time, GMT+05:00",Voltage V,Current A,Power W,Active Energy Wh,  Line Resume  ,  Line Loss  ,  Host Connected  ,  Stopped  ,
1,06/15/16 12:44:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
2,06/15/16 12:45:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
3,06/15/16 12:46:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
4,06/15/16 12:47:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
5,06/15/16 12:48:00 PM,,,,,Logged,,,,
6,06/15/16 12:48:01 PM,,,,,,Logged,,,
7,06/15/16 12:48:57 PM,216.59,0.1093,22.55,0.34750393,,,,,
8,06/15/16 12:49:57 PM,216.65,0.1084,22.37,0.37373018,,,,,
9,06/15/16 12:50:57 PM,217.57,0.0363,2.22,0.19454275,,,,,
10,06/15/16 12:51:57 PM,217.60,0.0363,2.28,0.03767324,,,,,
11,06/15/16 12:52:57 PM,217.50,0.0030,0.01,0.03581418,,,,,
12,06/15/16 12:53:57 PM,213.62,1.2024,136.67,1.37718141,,,,,
13,06/15/16 12:54:57 PM,212.70,1.1139,154.40,1.85661197,,,,,
14,06/15/16 12:55:57 PM,218.10,1.1274,155.29,2.58890748,,,,,
15,06/15/16 12:56:57 PM,218.04,1.1308,156.56,2.59645486,,,,,
16,06/15/16 12:57:57 PM,218.04,1.1344,157.54,2.61494064,,,,,
17,06/15/16 12:58:57 PM,218.54,1.1369,158.52,2.63400126,,,,,
18,06/15/16 12:59:57 PM,218.55,1.1359,158.04,2.63690829,,,,,
19,06/15/16 01:00:57 PM,215.01,1.1238,156.36,2.61577559,,,,,
20,06/15/16 01:01:57 PM,215.29,1.1210,155.34,2.59716058,,,,,
21,06/15/16 01:02:57 PM,215.42,1.1188,154.53,2.58147836,,,,,
22,06/15/16 01:03:57 PM,215.59,1.1164,153.97,2.57080746,,,,,
23,06/15/16 01:04:57 PM,215.22,1.1156,153.74,2.55857825,,,,,
24,06/15/16 01:05:57 PM,215.52,1.1118,152.98,2.55071592,,,,,
25,06/15/16 01:06:57 PM,214.83,1.1083,152.07,2.53920317,,,,,
26,06/15/16 01:07:57 PM,215.13,1.1086,151.71,2.53058481,,,,,
27,06/15/16 01:08:57 PM,214.93,1.1074,151.60,2.52271199,,,,,
28,06/15/16 01:09:57 PM,215.07,1.1033,150.81,2.51301861,,,,,
29,06/15/16 01:10:57 PM,215.13,1.1027,150.44,2.50719047,,,,,
30,06/15/16 01:11:57 PM,218.29,1.1106,151.23,2.51636195,,,,,
31,06/15/16 01:12:57 PM,218.25,1.1103,150.43,2.50875282,,,,,
32,06/15/16 01:13:57 PM,218.20,1.1099,150.64,2.50343752,,,,,
33,06/15/16 01:14:57 PM,218.18,1.1078,149.89,2.49693775,,,,,
34,06/15/16 01:15:57 PM,218.29,1.1050,149.27,2.49233460,,,,,
35,06/15/16 01:16:57 PM,220.31,0.0373,2.32,1.77293646,,,,,
36,06/15/16 01:17:57 PM,220.26,0.0373,2.35,0.03895823,,,,,
37,06/15/16 01:18:57 PM,220.00,0.0373,2.34,0.03889301,,,,,
38,06/15/16 01:19:57 PM,220.23,0.0373,2.35,0.03892562,,,,,
39,06/15/16 01:20:57 PM,220.51,0.0373,2.34,0.03895824,,,,,
40,06/15/16 01:21:57 PM,222.04,0.0376,2.37,0.03911479,,,,,
41,06/15/16 01:22:49 PM,,,,,,Logged,,,
42,06/15/16 01:22:50 PM,,,,,,Logged,,,
43,06/15/16 01:22:51 PM,,,,,Logged,,,,
44,06/15/16 01:22:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
45,06/15/16 01:23:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
46,06/15/16 01:24:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
47,06/15/16 01:25:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
48,06/15/16 01:26:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
49,06/15/16 01:27:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
50,06/15/16 01:28:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
51,06/15/16 01:29:51 PM,,,,,,Logged,,,
52,06/15/16 01:29:57 PM,223.66,0.0383,2.40,0.00337208,,,,,
53,06/15/16 01:30:57 PM,219.78,0.0366,2.29,0.03953878,,,,,
54,06/15/16 01:31:57 PM,215.32,0.0351,2.19,0.03758195,,,,,
55,06/15/16 01:32:57 PM,204.97,0.0322,1.96,0.03550775,,,,,
56,06/15/16 01:33:49 PM,,,,,Logged,,,,
57,06/15/16 01:33:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
58,06/15/16 01:34:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
59,06/15/16 01:35:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
60,06/15/16 01:36:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
61,06/15/16 01:37:33 PM,,,,,,Logged,,,
62,06/15/16 01:37:57 PM,230.63,0.1174,14.44,0.08485631,,,,,
63,06/15/16 01:38:57 PM,230.56,0.1161,15.67,0.24635226,,,,,
64,06/15/16 01:39:57 PM,227.71,0.1141,24.00,0.26706105,,,,,
65,06/15/16 01:40:57 PM,220.19,0.1107,23.16,0.39589706,,,,,
66,06/15/16 01:41:57 PM,219.03,0.1098,22.88,0.38251886,,,,,
67,06/15/16 01:42:22 PM,,,,,Logged,,,,
68,06/15/16 01:42:56 PM,,,,,,Logged,,,
69,06/15/16 01:42:57 PM,196.14,0.1003,18.56,0.00185888,,,,,
70,06/15/16 01:43:57 PM,205.40,0.1023,20.13,0.33055812,,,,,
71,06/15/16 01:44:57 PM,203.90,0.1013,19.80,0.32844260,,,,,
72,06/15/16 01:45:57 PM,204.93,0.1019,20.04,0.33890468,,,,,
73,06/15/16 01:46:57 PM,195.80,1.1530,171.99,1.74063611,,,,,
74,06/15/16 01:47:57 PM,190.11,1.1504,169.55,2.84893322,,,,,
75,06/15/16 01:48:57 PM,195.90,1.1528,171.73,2.81726980,,,,,
76,06/15/16 01:49:57 PM,196.10,1.1561,172.33,2.86441445,,,,,
77,06/15/16 01:50:57 PM,200.28,1.1555,172.97,2.88131833,,,,,
78,06/15/16 01:51:57 PM,198.18,1.1509,171.05,2.86195874,,,,,
79,06/15/16 01:52:57 PM,198.09,1.1461,169.55,2.83495808,,,,,
80,06/15/16 01:53:57 PM,197.83,1.1419,168.62,2.81565356,,,,,
81,06/15/16 01:54:57 PM,199.53,1.1392,167.97,2.79986000,,,,,
82,06/15/16 01:55:57 PM,200.46,1.1372,167.75,2.79494047,,,,,
83,06/15/16 01:56:57 PM,200.27,1.1332,166.76,2.78840208,,,,,
84,06/15/16 01:57:57 PM,200.78,1.0711,149.26,2.67233825,,,,,
85,06/15/16 01:58:57 PM,201.48,1.0696,148.83,2.48203778,,,,,
86,06/15/16 01:59:57 PM,202.34,1.0681,148.52,2.47517395,,,,,
87,06/15/16 02:00:57 PM,203.03,1.0665,148.57,2.47281647,,,,,
88,06/15/16 02:01:57 PM,203.54,1.0637,148.58,2.47497606,,,,,
89,06/15/16 02:02:57 PM,196.88,1.0554,147.40,2.46187615,,,,,
90,06/15/16 02:03:57 PM,195.24,1.0554,147.31,2.45390677,,,,,
91,06/15/16 02:04:57 PM,193.89,1.0540,145.76,2.43824005,,,,,
92,06/15/16 02:05:57 PM,194.04,1.0524,144.83,2.41106415,,,,,
93,06/15/16 02:06:57 PM,195.89,0.0293,1.70,0.87819397,,,,,
94,06/15/16 02:07:57 PM,194.79,0.0288,1.69,0.02824190,,,,,
95,06/15/16 02:08:57 PM,193.39,0.0286,1.67,0.02795494,,,,,
96,06/15/16 02:09:57 PM,193.51,0.0285,1.70,0.02775274,,,,,
97,06/15/16 02:10:57 PM,194.71,0.0285,1.70,0.02788970,,,,,
98,06/15/16 02:11:57 PM,196.25,0.0285,1.76,0.02826144,,,,,
99,06/15/16 02:12:57 PM,197.07,0.0285,1.75,0.02882235,,,,,
100,06/15/16 02:13:57 PM,196.10,0.0285,1.72,0.02880279,,,,,
101,06/15/16 02:14:57 PM,195.05,0.0285,1.70,0.02826148,,,,,
102,06/15/16 02:15:57 PM,196.40,0.0285,1.71,0.02841147,,,,,
103,06/15/16 02:16:57 PM,196.40,0.0285,1.70,0.02857454,,,,,
104,06/15/16 02:17:57 PM,195.12,0.0285,1.70,0.02820931,,,,,
105,06/15/16 02:18:57 PM,193.88,0.0285,1.69,0.02806581,,,,,
106,06/15/16 02:19:57 PM,193.76,0.0285,1.68,0.02790273,,,,,
107,06/15/16 02:20:57 PM,194.46,0.0973,18.19,0.28441644,,,,,
108,06/15/16 02:21:57 PM,194.62,0.0971,18.17,0.30286372,,,,,
109,06/15/16 02:22:57 PM,195.31,0.0972,18.22,0.30269402,,,,,
110,06/15/16 02:23:57 PM,194.84,0.0968,18.14,0.30230340,,,,,
111,06/15/16 02:24:57 PM,194.79,0.0966,18.11,0.30133802,,,,,
112,06/15/16 02:25:57 PM,196.15,0.0972,18.30,0.30134499,,,,,
113,06/15/16 02:26:57 PM,196.62,0.0975,18.40,0.30643007,,,,,
114,06/15/16 02:27:57 PM,197.27,0.0976,18.52,0.30726531,,,,,
115,06/15/16 02:28:57 PM,206.65,0.1024,20.29,0.31985536,,,,,
116,06/15/16 02:29:11 PM,,,,,Logged,,,,
117,06/15/16 02:29:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
118,06/15/16 02:30:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
119,06/15/16 02:31:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
120,06/15/16 02:32:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
121,06/15/16 02:33:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
122,06/15/16 02:34:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
123,06/15/16 02:35:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
124,06/15/16 02:36:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
125,06/15/16 02:37:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
126,06/15/16 02:38:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
127,06/15/16 02:39:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
128,06/15/16 02:40:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
129,06/15/16 02:41:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
130,06/15/16 02:42:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
131,06/15/16 02:43:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
132,06/15/16 02:44:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
133,06/15/16 02:45:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
134,06/15/16 02:46:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
135,06/15/16 02:47:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
136,06/15/16 02:48:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
137,06/15/16 02:49:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
138,06/15/16 02:50:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
139,06/15/16 02:51:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
140,06/15/16 02:52:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
141,06/15/16 02:53:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
142,06/15/16 02:54:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
143,06/15/16 02:55:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
144,06/15/16 02:56:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
145,06/15/16 02:57:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
146,06/15/16 02:58:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
147,06/15/16 02:59:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
148,06/15/16 03:00:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
149,06/15/16 03:01:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
150,06/15/16 03:02:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
151,06/15/16 03:03:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
152,06/15/16 03:04:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
153,06/15/16 03:05:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
154,06/15/16 03:06:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
155,06/15/16 03:07:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
156,06/15/16 03:08:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
157,06/15/16 03:09:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
158,06/15/16 03:10:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
159,06/15/16 03:11:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
160,06/15/16 03:12:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
161,06/15/16 03:13:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
162,06/15/16 03:14:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
163,06/15/16 03:15:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
164,06/15/16 03:16:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
165,06/15/16 03:17:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
166,06/15/16 03:18:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
167,06/15/16 03:19:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
168,06/15/16 03:20:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
169,06/15/16 03:21:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
170,06/15/16 03:22:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
171,06/15/16 03:23:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
172,06/15/16 03:24:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
173,06/15/16 03:25:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
174,06/15/16 03:26:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
175,06/15/16 03:27:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
176,06/15/16 03:28:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
177,06/15/16 03:29:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
178,06/15/16 03:30:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
179,06/15/16 03:31:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
180,06/15/16 03:32:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
181,06/15/16 03:33:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
182,06/15/16 03:34:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
183,06/15/16 03:35:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
184,06/15/16 03:36:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
185,06/15/16 03:37:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
186,06/15/16 03:38:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
187,06/15/16 03:39:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
188,06/15/16 03:40:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
189,06/15/16 03:41:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
190,06/15/16 03:42:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
191,06/15/16 03:43:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
192,06/15/16 03:44:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
193,06/15/16 03:45:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
194,06/15/16 03:46:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
195,06/15/16 03:47:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
196,06/15/16 03:48:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
197,06/15/16 03:49:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
198,06/15/16 03:50:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
199,06/15/16 03:51:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
200,06/15/16 03:52:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
201,06/15/16 03:53:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
202,06/15/16 03:54:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
203,06/15/16 03:55:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
204,06/15/16 03:56:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
205,06/15/16 03:57:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
206,06/15/16 03:58:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
207,06/15/16 03:59:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
208,06/15/16 04:00:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
209,06/15/16 04:01:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
210,06/15/16 04:02:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
211,06/15/16 04:03:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
212,06/15/16 04:04:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
213,06/15/16 04:05:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
214,06/15/16 04:06:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
215,06/15/16 04:07:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
216,06/15/16 04:08:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
217,06/15/16 04:09:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
218,06/15/16 04:10:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
219,06/15/16 04:11:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
220,06/15/16 04:12:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
221,06/15/16 04:13:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
222,06/15/16 04:14:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
223,06/15/16 04:15:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
224,06/15/16 04:16:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
225,06/15/16 04:17:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
226,06/15/16 04:18:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
227,06/15/16 04:19:00 PM,,,,,,Logged,,,
228,06/15/16 04:19:57 PM,228.61,1.2537,132.27,2.02696729,,,,,
229,06/15/16 04:20:57 PM,228.61,1.2534,125.65,2.14514017,,,,,
230,06/15/16 04:21:57 PM,228.59,1.2541,123.72,2.07643867,,,,,
231,06/15/16 04:22:57 PM,226.23,1.2600,194.56,3.09502769,,,,,
232,06/15/16 04:23:57 PM,225.40,1.2653,192.17,3.25102592,,,,,
233,06/15/16 04:24:57 PM,223.94,1.2613,196.89,3.28753901,,,,,
234,06/15/16 04:25:57 PM,223.82,1.2584,196.26,3.27354908,,,,,
235,06/15/16 04:26:57 PM,223.75,1.2484,194.67,3.25315404,,,,,
236,06/15/16 04:27:57 PM,223.72,1.2484,194.04,3.23456907,,,,,
237,06/15/16 04:28:57 PM,223.76,1.2434,193.10,3.21657515,,,,,
238,06/15/16 04:29:57 PM,222.91,1.2418,191.36,3.19459653,,,,,
239,06/15/16 04:30:57 PM,223.17,1.2345,190.53,3.17663527,,,,,
240,06/15/16 04:31:57 PM,223.80,1.2319,190.11,3.16721582,,,,,
241,06/15/16 04:32:57 PM,224.13,1.2339,188.80,3.16208053,,,,,
242,06/15/16 04:33:57 PM,224.32,1.2320,188.84,3.13945460,,,,,
243,06/15/16 04:34:57 PM,224.21,1.2306,187.34,3.12857246,,,,,
244,06/15/16 04:35:57 PM,224.23,1.2294,187.11,3.11356306,,,,,
245,06/15/16 04:36:57 PM,224.61,1.1645,164.66,3.08616328,,,,,
246,06/15/16 04:37:57 PM,224.67,1.1629,162.20,2.72259760,,,,,
247,06/15/16 04:38:57 PM,224.72,1.1580,162.25,2.70894408,,,,,
248,06/15/16 04:39:57 PM,224.75,1.1560,162.30,2.70022202,,,,,
249,06/15/16 04:40:57 PM,224.71,1.1532,161.31,2.68647075,,,,,
250,06/15/16 04:41:57 PM,224.82,1.1561,160.56,2.67540336,,,,,
251,06/15/16 04:42:57 PM,224.87,1.1536,159.51,2.66326046,,,,,
252,06/15/16 04:43:57 PM,224.81,1.1510,159.55,2.65349364,,,,,
253,06/15/16 04:44:57 PM,224.80,1.1496,159.09,2.64674306,,,,,
254,06/15/16 04:45:57 PM,224.91,1.1480,159.05,2.63896537,,,,,
255,06/15/16 04:46:57 PM,224.79,1.1479,157.98,2.63500786,,,,,
256,06/15/16 04:47:57 PM,224.93,1.1471,159.12,2.62569261,,,,,
257,06/15/16 04:48:57 PM,224.89,1.1451,157.73,2.62019038,,,,,
258,06/15/16 04:49:57 PM,224.94,1.1443,157.65,2.61838579,,,,,
259,06/15/16 04:50:57 PM,224.94,1.1439,158.63,2.61026931,,,,,
260,06/15/16 04:51:57 PM,225.02,1.1434,156.93,2.60344887,,,,,
261,06/15/16 04:52:57 PM,225.04,1.1412,155.63,2.59514904,,,,,
262,06/15/16 04:53:57 PM,224.94,1.1423,157.26,2.59054089,,,,,
263,06/15/16 04:54:57 PM,225.03,1.1404,153.97,2.58497095,,,,,
264,06/15/16 04:55:57 PM,225.08,1.1386,154.96,2.58106852,,,,,
265,06/15/16 04:56:57 PM,225.06,1.1389,154.88,2.57756472,,,,,
266,06/15/16 04:57:57 PM,225.03,1.1380,156.57,2.56688595,,,,,
267,06/15/16 04:58:57 PM,225.13,1.1352,153.06,2.56246972,,,,,
268,06/15/16 04:59:57 PM,225.31,1.1339,153.15,2.55359411,,,,,
269,06/15/16 05:00:57 PM,225.33,1.1319,149.79,2.54519820,,,,,
270,06/15/16 05:01:57 PM,225.50,1.1318,151.62,2.53568316,,,,,
271,06/15/16 05:02:57 PM,225.34,1.1314,151.93,2.53489089,,,,,
272,06/15/16 05:03:57 PM,225.16,1.1321,126.16,2.35486174,,,,,
273,06/15/16 05:04:57 PM,225.06,1.1328,128.34,2.14522672,,,,,
274,06/15/16 05:05:57 PM,225.11,1.1325,152.39,2.35981607,,,,,
275,06/15/16 05:06:57 PM,224.95,1.1930,176.85,2.85894108,,,,,
276,06/15/16 05:07:57 PM,224.89,1.1907,174.76,2.90857887,,,,,
277,06/15/16 05:08:57 PM,225.00,1.1892,174.47,2.90664387,,,,,
278,06/15/16 05:09:57 PM,224.94,1.1882,173.78,2.89855647,,,,,
279,06/15/16 05:10:57 PM,224.84,1.1875,174.56,2.90027833,,,,,
280,06/15/16 05:11:57 PM,224.92,1.1867,175.23,2.89195919,,,,,
281,06/15/16 05:12:57 PM,224.88,1.1863,172.11,2.88994622,,,,,
282,06/15/16 05:13:57 PM,224.84,1.1861,174.13,2.88678622,,,,,
283,06/15/16 05:14:57 PM,225.01,1.1868,174.06,2.88444757,,,,,
284,06/15/16 05:15:57 PM,224.92,1.1844,170.50,2.87945771,,,,,
285,06/15/16 05:16:57 PM,224.93,1.1854,174.08,2.87381339,,,,,
286,06/15/16 05:17:57 PM,224.94,1.1855,171.12,2.87500763,,,,,
287,06/15/16 05:18:57 PM,226.63,0.1123,19.11,1.65274251,,,,,
288,06/15/16 05:19:57 PM,226.64,0.1121,19.19,0.30876550,,,,,
289,06/15/16 05:20:57 PM,226.56,0.1120,19.12,0.30986136,,,,,
290,06/15/16 05:21:57 PM,226.85,0.0380,1.87,0.24118751,,,,,
291,06/15/16 05:22:57 PM,226.79,0.0379,1.84,0.02995720,,,,,
292,06/15/16 05:23:57 PM,226.79,0.0379,1.85,0.02963765,,,,,
293,06/15/16 05:24:57 PM,226.85,0.0379,1.79,0.02948111,,,,,
294,06/15/16 05:25:57 PM,226.91,0.0379,1.91,0.02983981,,,,,
295,06/15/16 05:26:57 PM,226.78,0.0379,1.84,0.02982024,,,,,
296,06/15/16 05:27:57 PM,226.82,0.0379,1.85,0.02976157,,,,,
297,06/15/16 05:28:57 PM,226.93,0.0378,1.79,0.02950068,,,,,
298,06/15/16 05:29:57 PM,227.24,0.0378,1.76,0.02945501,,,,,
299,06/15/16 05:30:57 PM,227.43,0.0378,1.68,0.02772669,,,,,
300,06/15/16 05:31:57 PM,227.44,0.0378,1.76,0.02780498,,,,,
301,06/15/16 05:32:57 PM,227.50,0.0378,1.68,0.02753103,,,,,
302,06/15/16 05:33:03 PM,,,,,Logged,,,,
303,06/15/16 05:33:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
304,06/15/16 05:34:08 PM,,,,,,Logged,,,
305,06/15/16 05:34:57 PM,199.61,0.0297,1.78,0.02314788,,,,,
306,06/15/16 05:35:57 PM,204.70,0.0304,1.90,0.03061586,,,,,
307,06/15/16 05:36:57 PM,199.31,0.0297,1.77,0.03043332,,,,,
308,06/15/16 05:37:57 PM,193.16,0.0282,1.64,0.02860718,,,,,
309,06/15/16 05:38:57 PM,190.24,0.0273,1.59,0.02717235,,,,,
310,06/15/16 05:39:57 PM,189.92,0.0265,1.59,0.02672227,,,,,
311,06/15/16 05:40:57 PM,188.74,0.0257,1.54,0.02558750,,,,,
312,06/15/16 05:41:57 PM,192.40,0.0265,1.60,0.02632438,,,,,
313,06/15/16 05:42:57 PM,188.58,0.0266,1.54,0.02677454,,,,,
314,06/15/16 05:43:57 PM,194.76,0.0277,1.66,0.02621344,,,,,
315,06/15/16 05:44:57 PM,188.44,1.0943,154.93,2.23470306,,,,,
316,06/15/16 05:45:57 PM,188.48,1.1479,168.46,2.78618646,,,,,
317,06/15/16 05:46:57 PM,190.51,1.1524,170.23,2.81641889,,,,,
318,06/15/16 05:47:57 PM,193.38,1.1538,171.48,2.84375644,,,,,
319,06/15/16 05:48:57 PM,189.97,1.1529,170.31,2.84640503,,,,,
320,06/15/16 05:49:57 PM,193.55,1.1472,170.35,2.83320189,,,,,
321,06/15/16 05:50:57 PM,199.65,1.1434,170.72,2.83265591,,,,,
322,06/15/16 05:51:57 PM,206.33,1.1455,171.60,2.84102654,,,,,
323,06/15/16 05:52:57 PM,204.40,1.1409,170.22,2.84774542,,,,,
324,06/15/16 05:53:57 PM,204.34,1.1387,169.88,2.82869244,,,,,
325,06/15/16 05:54:57 PM,207.28,1.1389,169.97,2.82851481,,,,,
326,06/15/16 05:55:57 PM,205.99,1.1365,169.44,2.82406235,,,,,
327,06/15/16 05:56:57 PM,207.83,1.1369,169.36,2.81597614,,,,,
328,06/15/16 05:57:57 PM,207.74,1.1348,169.03,2.81755209,,,,,
329,06/15/16 05:58:57 PM,205.52,1.1294,167.84,2.79959846,,,,,
330,06/15/16 05:59:57 PM,205.59,1.1269,167.52,2.79034042,,,,,
331,06/15/16 06:00:05 PM,,,,,Logged,,,,
332,06/15/16 06:00:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
333,06/15/16 06:01:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
334,06/15/16 06:02:57 PM,0.00,0.0000,0.00,0.00000000,,,,,
335,06/15/16 06:03:46 PM,,,,,,Logged,,,
336,06/15/16 06:03:57 PM,217.59,1.1447,169.03,0.46203220,,,,,
337,06/15/16 06:04:57 PM,212.61,1.1421,170.25,2.84190965,,,,,
338,06/15/16 06:05:57 PM,211.32,1.1382,169.58,2.81621218,,,,,
339,06/15/16 06:06:57 PM,210.16,1.1377,169.94,2.82877636,,,,,
340,06/15/16 06:07:57 PM,206.88,1.1311,168.59,2.81534791,,,,,
341,06/15/16 06:08:57 PM,204.92,1.1269,167.16,2.79716516,,,,,
342,06/15/16 06:09:57 PM,201.07,1.1218,165.84,2.76639462,,,,,
343,06/15/16 06:10:57 PM,200.68,1.1195,165.44,2.75348473,,,,,
