Timestamp,Timezone : America/Los_Angeles,Temperature,Humidity,CO2,Noise,Pressure
1483257658,1/1/17 0:00,21.8,34,482,39,1009.1
1483257959,1/1/17 0:05,21.8,34,491,41,1009.2
1483258260,1/1/17 0:11,21.9,34,480,39,1009.2
1483258562,1/1/17 0:16,21.9,34,486,39,1009.2
1483258864,1/1/17 0:21,21.9,34,490,37,1009.3
1483259165,1/1/17 0:26,21.9,34,486,39,1009.3
1483259468,1/1/17 0:31,22,34,498,37,1009.2
1483259769,1/1/17 0:36,22,34,491,39,1009.1
1483260071,1/1/17 0:41,22,34,492,37,1009
1483260373,1/1/17 0:46,22.1,34,489,38,1008.8
1483260674,1/1/17 0:51,22.1,34,494,37,1008.8
1483260975,1/1/17 0:56,22.1,34,497,39,1008.8
1483261279,1/1/17 1:01,22.1,34,498,38,1008.6
1483261580,1/1/17 1:06,22.2,34,482,38,1008.7
1483261881,1/1/17 1:11,22.2,34,486,38,1008.6
1483262183,1/1/17 1:16,22.2,34,505,38,1008.6
1483262486,1/1/17 1:21,22.3,34,503,39,1008.7
1483262787,1/1/17 1:26,22.3,34,490,38,1008.9
1483263090,1/1/17 1:31,22.4,34,497,39,1008.9
1483263392,1/1/17 1:36,22.4,34,499,37,1008.8
1483263694,1/1/17 1:41,22.4,34,492,39,1008.8
1483263995,1/1/17 1:46,22.4,34,505,36,1008.8
1483264297,1/1/17 1:51,22.4,33,505,39,1008.8
1483264598,1/1/17 1:56,22.5,33,504,36,1008.9
1483264900,1/1/17 2:01,22.5,33,499,39,1008.9
1483265201,1/1/17 2:06,22.5,33,505,36,1009.3
1483265505,1/1/17 2:11,22.6,33,491,39,1009.2
1483265806,1/1/17 2:16,22.6,33,499,36,1009.2
1483266108,1/1/17 2:21,22.6,33,502,38,1008.9
1483266409,1/1/17 2:26,22.6,33,503,37,1008.9
1483266713,1/1/17 2:31,22.7,33,502,37,1009
1483267015,1/1/17 2:36,22.7,33,509,38,1009.2
1483267317,1/1/17 2:41,22.7,33,505,37,1009.3
1483267618,1/1/17 2:46,22.8,33,499,38,1009.2
1483267921,1/1/17 2:52,22.8,33,509,36,1009.1
1483268222,1/1/17 2:57,22.8,33,522,39,1008.9
1483268525,1/1/17 3:02,22.8,33,513,36,1009
1483268826,1/1/17 3:07,22.8,33,518,38,1008.9
1483269127,1/1/17 3:12,22.8,33,506,36,1008.8
1483269428,1/1/17 3:17,22.8,33,506,39,1009
1483269729,1/1/17 3:22,22.9,33,512,36,1009.1
1483270030,1/1/17 3:27,22.9,33,524,38,1009
1483270334,1/1/17 3:32,22.9,33,514,36,1008.8
1483270635,1/1/17 3:37,23,33,512,38,1008.8
1483270937,1/1/17 3:42,23,33,510,36,1008.6
1483271238,1/1/17 3:47,23,33,530,38,1008.5
1483271541,1/1/17 3:52,23.1,32,522,37,1008.2
1483271842,1/1/17 3:57,23.1,32,515,38,1008.1
1483272146,1/1/17 4:02,23.1,32,519,37,1007.9
1483272447,1/1/17 4:07,23.1,32,517,37,1008
1483272749,1/1/17 4:12,23.2,32,508,37,1007.8
1483273050,1/1/17 4:17,23.2,32,519,37,1007.9
1483273351,1/1/17 4:22,23.2,32,509,37,1008.1
1483273652,1/1/17 4:27,23.2,32,514,37,1008.3
1483273956,1/1/17 4:32,23.3,32,513,38,1008
1483274257,1/1/17 4:37,23.3,32,524,37,1008.1
1483274559,1/1/17 4:42,23.3,32,525,38,1008.1
1483274860,1/1/17 4:47,23.3,32,526,36,1008.1
1483275163,1/1/17 4:52,23.4,32,523,38,1008
1483275465,1/1/17 4:57,23.4,32,519,36,1007.9
1483275767,1/1/17 5:02,23.4,32,528,39,1007.8
1483276068,1/1/17 5:07,23.4,32,525,36,1007.9
1483276370,1/1/17 5:12,23.4,32,527,39,1008
1483276672,1/1/17 5:17,23.5,32,533,36,1008
1483276974,1/1/17 5:22,23.5,32,520,38,1008
1483277275,1/1/17 5:27,23.5,32,523,36,1008
1483277577,1/1/17 5:32,23.6,32,528,38,1008
1483277879,1/1/17 5:37,23.6,32,534,36,1008
1483278181,1/1/17 5:43,23.6,32,523,38,1008.1
1483278482,1/1/17 5:48,23.6,32,542,36,1008.2
1483278785,1/1/17 5:53,23.7,32,540,37,1008.2
1483279086,1/1/17 5:58,23.7,32,534,37,1008.2
1483279388,1/1/17 6:03,23.7,32,545,37,1008.2
1483279690,1/1/17 6:08,23.7,32,538,37,1008.2
1483279993,1/1/17 6:13,23.7,32,534,37,1008.3
1483280295,1/1/17 6:18,23.7,32,542,38,1008.5
1483280596,1/1/17 6:23,23.8,31,535,36,1008.5
1483280898,1/1/17 6:28,23.8,31,540,38,1008.5
1483281200,1/1/17 6:33,23.8,31,532,36,1008.5
1483281501,1/1/17 6:38,23.8,31,539,38,1008.5
1483281803,1/1/17 6:43,23.9,31,547,36,1008.5
1483282104,1/1/17 6:48,23.9,31,543,38,1008.6
1483282406,1/1/17 6:53,23.9,31,546,36,1008.6
1483282708,1/1/17 6:58,23.9,31,542,38,1008.6
1483283011,1/1/17 7:03,23.9,31,553,36,1008.5
1483283313,1/1/17 7:08,23.9,31,542,38,1008.6
1483283614,1/1/17 7:13,24,31,539,37,1008.7
1483283915,1/1/17 7:18,24,31,541,38,1008.7
1483284216,1/1/17 7:23,24.2,31,549,37,1008.8
1483284517,1/1/17 7:28,24.2,31,550,38,1008.8
1483284820,1/1/17 7:33,24.2,31,539,38,1008.9
1483285121,1/1/17 7:38,24.2,31,553,37,1008.9
1483285424,1/1/17 7:43,24.2,31,553,38,1009.1
1483285726,1/1/17 7:48,24.2,31,542,37,1009.1
1483286029,1/1/17 7:53,24.2,31,537,38,1009
1483286331,1/1/17 7:58,24.2,31,537,37,1008.9
1483286632,1/1/17 8:03,24.2,31,543,39,1009
1483286933,1/1/17 8:08,24.2,31,546,36,1009
1483287236,1/1/17 8:13,24.2,31,559,39,1009
1483287538,1/1/17 8:18,24.2,31,549,36,1008.9
1483287839,1/1/17 8:23,24.2,31,552,39,1009.1
1483288141,1/1/17 8:29,24.2,31,555,36,1009.2
1483288444,1/1/17 8:34,24.2,31,551,39,1009.2
1483288746,1/1/17 8:39,24.2,31,542,36,1009.4
1483289049,1/1/17 8:44,24.3,31,546,39,1009.4
1483289350,1/1/17 8:49,24.3,31,553,36,1009.5
1483289651,1/1/17 8:54,24.3,31,560,39,1009.4
1483289953,1/1/17 8:59,24.3,31,550,36,1009.5
1483290255,1/1/17 9:04,24.4,31,544,39,1009.5
1483290557,1/1/17 9:09,24.4,31,541,37,1009.5
1483290859,1/1/17 9:14,24.4,31,558,39,1009.5
1483291160,1/1/17 9:19,24.4,31,557,37,1009.5
1483291461,1/1/17 9:24,24.5,31,557,38,1009.5
1483291763,1/1/17 9:29,24.5,31,551,37,1009.4
1483292066,1/1/17 9:34,24.5,31,555,38,1009.5
1483292367,1/1/17 9:39,24.5,31,562,38,1009.5
1483292669,1/1/17 9:44,24.5,31,560,38,1009.5
1483292970,1/1/17 9:49,24.6,31,561,39,1009.6
1483293273,1/1/17 9:54,24.6,31,557,38,1009.5
1483293575,1/1/17 9:59,24.6,31,564,39,1009.5
1483293877,1/1/17 10:04,24.6,31,557,38,1009.5
1483294178,1/1/17 10:09,24.6,31,559,39,1009.6
1483294480,1/1/17 10:14,24.7,31,548,37,1009.7
1483294782,1/1/17 10:19,24.7,30,561,40,1009.7
1483295083,1/1/17 10:24,24.7,30,561,37,1009.8
1483295384,1/1/17 10:29,24.7,30,552,41,1009.8
1483295687,1/1/17 10:34,24.8,30,555,38,1009.7
1483295988,1/1/17 10:39,24.8,30,563,41,1009.8
1483296289,1/1/17 10:44,24.8,30,555,38,1009.7
1483296591,1/1/17 10:49,24.9,30,557,40,1009.6
1483296894,1/1/17 10:54,24.9,30,562,37,1009.7
1483297195,1/1/17 10:59,24.9,30,562,36,1009.6
1483297497,1/1/17 11:04,25,30,555,36,1009.6
1483297799,1/1/17 11:09,25,30,565,36,1009.6
1483298101,1/1/17 11:15,25.1,30,563,37,1009.6
1483298402,1/1/17 11:20,25.1,30,562,36,1009.5
1483298704,1/1/17 11:25,25.1,30,562,36,1009.4
1483299005,1/1/17 11:30,25.1,30,569,39,1009.3
1483299308,1/1/17 11:35,25.2,30,555,38,1009.2
1483299609,1/1/17 11:40,25.2,30,564,38,1009.2
1483299911,1/1/17 11:45,25.2,30,565,39,1009.1
1483300212,1/1/17 11:50,25.2,30,569,37,1009
1483300515,1/1/17 11:55,25.2,30,569,36,1009
1483300816,1/1/17 12:00,25.2,30,570,36,1008.9
1483301119,1/1/17 12:05,25.3,30,569,36,1008.7
1483301421,1/1/17 12:10,25.3,30,558,36,1008.6
1483301723,1/1/17 12:15,25.3,30,566,38,1008.5
1483302024,1/1/17 12:20,25.3,30,568,36,1008.5
1483302326,1/1/17 12:25,25.3,30,574,36,1008.4
1483302628,1/1/17 12:30,25.3,30,569,36,1008.3
1483302930,1/1/17 12:35,25.3,30,571,36,1008.2
1483303231,1/1/17 12:40,25.3,30,573,36,1008.2
1483303533,1/1/17 12:45,25.3,30,564,36,1008.1
1483303835,1/1/17 12:50,25.3,30,563,36,1008.2
1483304137,1/1/17 12:55,25.3,30,553,36,1008
1483304438,1/1/17 13:00,25.3,30,564,37,1008
1483304741,1/1/17 13:05,25.3,30,570,36,1007.9
1483305043,1/1/17 13:10,25.3,30,561,36,1007.8
1483305345,1/1/17 13:15,25.3,30,563,36,1007.8
1483305646,1/1/17 13:20,25.3,30,571,37,1007.7
1483305949,1/1/17 13:25,25.3,30,573,36,1007.6
1483306251,1/1/17 13:30,25.3,30,565,36,1007.6
1483306552,1/1/17 13:35,25.3,30,567,36,1007.5
1483306854,1/1/17 13:40,25.3,30,575,36,1007.5
1483307156,1/1/17 13:45,25.3,30,561,36,1007.5
1483307457,1/1/17 13:50,25.3,30,556,36,1007.4
1483307760,1/1/17 13:56,25.3,30,567,37,1007.6
1483308061,1/1/17 14:01,25.3,30,565,37,1007.5
1483308363,1/1/17 14:06,25.3,30,562,36,1007.4
1483308665,1/1/17 14:11,25.3,30,552,37,1007.4
1483308967,1/1/17 14:16,25.2,30,553,36,1007.3
1483309268,1/1/17 14:21,25.2,30,559,36,1007.3
1483309569,1/1/17 14:26,25.2,30,548,36,1007.2
1483309871,1/1/17 14:31,25.2,30,557,36,1007.1
1483310174,1/1/17 14:36,25.2,30,553,36,1007
1483310476,1/1/17 14:41,25.2,30,546,38,1007.1
1483310777,1/1/17 14:46,25.2,30,549,36,1007
1483311078,1/1/17 14:51,25.2,30,557,37,1007
1483311381,1/1/17 14:56,25.2,30,552,36,1006.9
1483311683,1/1/17 15:01,25.1,30,543,36,1006.8
1483311985,1/1/17 15:06,25.1,30,552,36,1006.8
1483312287,1/1/17 15:11,25.1,30,548,36,1006.9
1483312589,1/1/17 15:16,25.1,30,548,36,1006.9
1483312891,1/1/17 15:21,25,30,544,36,1006.9
1483313192,1/1/17 15:26,25,30,551,36,1006.9
1483313493,1/1/17 15:31,25,30,546,36,1006.9
1483313796,1/1/17 15:36,25,30,539,36,1006.9
1483314098,1/1/17 15:41,25,30,554,36,1006.9
1483314400,1/1/17 15:46,25,30,537,37,1007
1483314702,1/1/17 15:51,24.9,30,545,36,1006.9
1483315005,1/1/17 15:56,25,30,543,36,1006.9
1483315306,1/1/17 16:01,24.9,30,543,36,1006.9
1483315609,1/1/17 16:06,24.9,30,540,36,1006.9
1483315911,1/1/17 16:11,24.9,30,548,36,1006.9
1483316212,1/1/17 16:16,24.9,31,538,36,1007.1
1483316514,1/1/17 16:21,24.9,31,553,36,1007.2
1483316815,1/1/17 16:26,24.9,31,532,36,1007.3
1483317116,1/1/17 16:31,24.8,31,531,37,1007.4
1483317418,1/1/17 16:36,24.8,31,543,36,1007.4
1483317719,1/1/17 16:41,24.8,31,532,37,1007.5
1483318021,1/1/17 16:47,24.8,31,544,36,1007.4
1483318323,1/1/17 16:52,24.8,31,532,36,1007.3
1483318625,1/1/17 16:57,24.7,31,534,36,1007.4
1483318926,1/1/17 17:02,24.7,31,532,36,1007.4
1483319229,1/1/17 17:07,24.7,31,531,37,1007.5
1483319530,1/1/17 17:12,24.7,31,540,39,1007.5
1483319833,1/1/17 17:17,24.7,31,528,36,1007.5
1483320134,1/1/17 17:22,24.7,31,536,36,1007.6
1483320435,1/1/17 17:27,24.7,31,535,36,1007.6
1483320736,1/1/17 17:32,24.6,31,543,37,1007.6
1483321039,1/1/17 17:37,24.6,31,532,36,1007.7
1483321341,1/1/17 17:42,24.6,31,534,36,1007.6
1483321643,1/1/17 17:47,24.6,31,536,36,1007.7
1483321944,1/1/17 17:52,24.5,31,523,36,1007.6
1483322247,1/1/17 17:57,24.5,31,524,37,1007.6
1483322549,1/1/17 18:02,24.5,31,519,36,1007.6
1483322852,1/1/17 18:07,24.5,31,539,36,1007.6
1483323153,1/1/17 18:12,24.4,31,530,36,1007.6
1483323456,1/1/17 18:17,24.4,31,530,36,1007.7
1483323758,1/1/17 18:22,24.4,31,529,36,1007.8
1483324059,1/1/17 18:27,24.4,31,523,36,1007.8
1483324360,1/1/17 18:32,24.3,31,527,36,1007.8
1483324662,1/1/17 18:37,24.3,31,525,36,1007.9
1483324964,1/1/17 18:42,24.3,31,526,36,1008
1483325265,1/1/17 18:47,24.3,31,517,36,1008.1
1483325566,1/1/17 18:52,24.2,31,527,36,1008.2
1483325868,1/1/17 18:57,24.2,31,524,36,1008.3
1483326170,1/1/17 19:02,24.2,31,521,36,1008.3
1483326472,1/1/17 19:07,24.2,31,511,36,1008.3
1483326774,1/1/17 19:12,24.2,31,530,36,1008.4
1483327076,1/1/17 19:17,24.2,31,529,36,1008.5
1483327378,1/1/17 19:22,24.2,31,516,36,1008.6
1483327679,1/1/17 19:27,24.2,31,523,36,1008.6
1483327981,1/1/17 19:33,24.2,31,520,37,1008.6
1483328284,1/1/17 19:38,24.2,31,531,38,1008.7
1483328586,1/1/17 19:43,24.2,31,510,38,1008.7
1483328887,1/1/17 19:48,24.2,31,521,37,1008.7
1483329189,1/1/17 19:53,24.2,31,514,39,1008.9
1483329492,1/1/17 19:58,24.2,31,515,38,1009
1483329794,1/1/17 20:03,24.2,31,520,38,1009.1
1483330096,1/1/17 20:08,24.2,31,520,37,1009.1
1483330398,1/1/17 20:13,24.2,31,519,38,1009.1
1483330699,1/1/17 20:18,24.2,31,532,38,1009.3
1483331000,1/1/17 20:23,24.2,31,519,38,1009.3
1483331302,1/1/17 20:28,24.2,31,512,41,1009.3
1483331603,1/1/17 20:33,24.2,31,522,38,1009.3
1483331907,1/1/17 20:38,24.2,31,522,40,1009.4
1483332209,1/1/17 20:43,24.2,31,519,37,1009.4
1483332512,1/1/17 20:48,24.2,31,525,40,1009.4
1483332814,1/1/17 20:53,24.2,31,533,37,1009.4
1483333115,1/1/17 20:58,24.2,31,524,40,1009.5
1483333416,1/1/17 21:03,24.2,31,525,38,1009.5
1483333719,1/1/17 21:08,24.2,31,521,38,1009.6
1483334020,1/1/17 21:13,24.2,31,525,39,1009.6
1483334322,1/1/17 21:18,24.2,31,518,38,1009.6
1483334624,1/1/17 21:23,24.2,31,519,40,1009.6
1483334925,1/1/17 21:28,24.2,31,528,38,1009.7
1483335227,1/1/17 21:33,24.2,31,525,40,1009.7
1483335531,1/1/17 21:38,24.2,31,518,36,1009.8
1483335833,1/1/17 21:43,24.2,31,524,40,1009.9
1483336134,1/1/17 21:48,24.2,31,524,36,1009.9
1483336436,1/1/17 21:53,24.2,31,517,40,1010
1483336738,1/1/17 21:58,24.2,31,525,37,1010
1483337039,1/1/17 22:03,24.2,31,522,40,1010
1483337343,1/1/17 22:09,24.2,31,527,37,1009.9
1483337644,1/1/17 22:14,24.2,31,525,39,1009.9
1483337946,1/1/17 22:19,24.3,31,511,38,1009.9
1483338247,1/1/17 22:24,24.3,31,530,39,1009.9
1483338549,1/1/17 22:29,24.3,31,524,38,1010
1483338850,1/1/17 22:34,24.3,31,526,39,1009.9
1483339153,1/1/17 22:39,24.4,31,535,39,1009.9
1483339454,1/1/17 22:44,24.4,31,523,38,1009.9
1483339757,1/1/17 22:49,24.4,31,521,39,1009.9
1483340059,1/1/17 22:54,24.4,31,525,37,1009.9
1483340360,1/1/17 22:59,24.4,31,534,39,1009.9
1483340661,1/1/17 23:04,24.5,31,541,37,1009.9
1483340964,1/1/17 23:09,24.5,31,532,39,1009.9
1483341265,1/1/17 23:14,24.5,31,524,37,1009.9
1483341567,1/1/17 23:19,24.5,31,530,40,1009.9
1483341869,1/1/17 23:24,24.5,31,528,36,1009.8
1483342170,1/1/17 23:29,24.6,31,524,40,1009.7
1483342471,1/1/17 23:34,24.6,31,534,36,1009.7
1483342775,1/1/17 23:39,24.6,31,536,40,1009.6
1483343076,1/1/17 23:44,24.6,31,536,36,1009.6
1483343378,1/1/17 23:49,24.6,31,538,40,1009.6
1483343679,1/1/17 23:54,24.7,31,533,36,1009.6
1483343982,1/1/17 23:59,24.7,31,530,41,1009.4
1483344284,1/2/17 0:04,24.7,31,539,37,1009.5
1483344587,1/2/17 0:09,24.7,31,540,40,1009.4
1483344889,1/2/17 0:14,24.7,31,546,37,1009.5
1483345190,1/2/17 0:19,24.8,31,541,39,1009.5
1483345491,1/2/17 0:24,24.8,31,540,37,1009.5
1483345792,1/2/17 0:29,24.8,31,548,39,1009.5
1483346093,1/2/17 0:34,24.8,31,538,38,1009.6
1483346396,1/2/17 0:39,24.8,31,539,38,1009.6
1483346697,1/2/17 0:44,24.8,31,535,40,1009.6
1483346999,1/2/17 0:49,24.9,31,525,37,1009.6
1483347301,1/2/17 0:55,24.9,31,539,40,1009.6
1483347603,1/2/17 1:00,24.9,31,544,36,1009.7
1483347904,1/2/17 1:05,24.9,31,536,40,1009.8
1483348207,1/2/17 1:10,25,30,535,36,1009.8
1483348508,1/2/17 1:15,25,30,534,40,1009.8
1483348810,1/2/17 1:20,25,30,536,36,1009.8
1483349112,1/2/17 1:25,25,30,547,39,1009.8
1483349414,1/2/17 1:30,25,30,526,36,1009.8
1483349715,1/2/17 1:35,25,30,541,39,1009.9
1483350018,1/2/17 1:40,25.1,30,540,36,1009.9
1483350319,1/2/17 1:45,25.1,30,532,39,1009.9
1483350622,1/2/17 1:50,25.1,30,542,37,1010
1483350923,1/2/17 1:55,25.1,30,544,39,1010.1
1483351226,1/2/17 2:00,25.1,30,540,37,1010.1
1483351528,1/2/17 2:05,25.1,30,537,38,1010.1
1483351830,1/2/17 2:10,25.2,30,552,37,1010.1
1483352132,1/2/17 2:15,25.2,30,527,38,1010.1
1483352434,1/2/17 2:20,25.2,30,543,37,1010.2
1483352736,1/2/17 2:25,25.2,30,545,37,1010.3
1483353038,1/2/17 2:30,25.3,30,551,38,1010.3
1483353340,1/2/17 2:35,25.3,30,547,37,1010.3
1483353643,1/2/17 2:40,25.3,30,550,38,1010.4
1483353945,1/2/17 2:45,25.3,30,542,37,1010.4
1483354247,1/2/17 2:50,25.3,30,555,39,1010.3
1483354549,1/2/17 2:55,25.3,30,552,36,1010.4
1483354852,1/2/17 3:00,25.3,30,543,39,1010.2
1483355152,1/2/17 3:05,25.3,30,554,36,1010.3
1483355455,1/2/17 3:10,25.3,30,552,39,1010.3
1483355756,1/2/17 3:15,25.4,30,553,36,1010.4
1483356060,1/2/17 3:21,25.4,30,547,39,1010.5
1483356361,1/2/17 3:26,25.4,30,548,36,1010.5
1483356665,1/2/17 3:31,25.4,30,551,39,1010.5
1483356966,1/2/17 3:36,25.4,30,543,36,1010.5
1483357268,1/2/17 3:41,25.5,30,552,40,1010.6
1483357569,1/2/17 3:46,25.5,30,546,37,1010.5
1483357871,1/2/17 3:51,25.5,30,542,40,1010.4
1483358172,1/2/17 3:56,25.5,30,542,36,1010.3
1483358475,1/2/17 4:01,25.5,30,546,38,1010.2
1483358776,1/2/17 4:06,25.5,30,550,38,1010.2
1483359079,1/2/17 4:11,25.6,30,557,37,1010.1
1483359380,1/2/17 4:16,25.6,30,547,37,1010.1
1483359683,1/2/17 4:21,25.6,30,552,37,1010.1
1483359984,1/2/17 4:26,25.6,30,544,38,1010.1
1483360286,1/2/17 4:31,25.6,30,551,37,1010.1
1483360588,1/2/17 4:36,25.6,30,550,38,1010
1483360891,1/2/17 4:41,25.6,30,551,36,1010
1483361193,1/2/17 4:46,25.6,30,553,38,1010
1483361495,1/2/17 4:51,25.7,30,556,36,1010
1483361797,1/2/17 4:56,25.7,30,560,39,1010
1483362099,1/2/17 5:01,25.7,30,564,36,1010
1483362400,1/2/17 5:06,25.7,30,553,38,1009.9
1483362702,1/2/17 5:11,25.7,30,552,36,1009.8
1483363004,1/2/17 5:16,25.7,30,558,38,1009.9
1483363308,1/2/17 5:21,25.8,30,553,36,1009.9
1483363609,1/2/17 5:26,25.8,30,554,38,1010
1483363910,1/2/17 5:31,25.8,30,551,37,1010
1483364212,1/2/17 5:36,25.8,30,559,37,1010.1
1483364515,1/2/17 5:41,25.8,30,557,37,1010.1
1483364817,1/2/17 5:46,25.8,30,559,36,1010.1
1483365119,1/2/17 5:51,25.8,30,552,37,1010.2
1483365421,1/2/17 5:57,25.8,30,554,36,1010.1
1483365723,1/2/17 6:02,25.8,30,538,38,1010.1
1483366025,1/2/17 6:07,25.8,30,560,36,1010.3
1483366327,1/2/17 6:12,25.9,30,558,39,1010.4
1483366628,1/2/17 6:17,25.9,30,555,36,1010.4
1483366930,1/2/17 6:22,25.9,29,554,38,1010.6
1483367231,1/2/17 6:27,25.9,29,552,36,1010.6
1483367533,1/2/17 6:32,25.9,29,553,38,1010.6
1483367834,1/2/17 6:37,25.9,29,559,36,1010.6
1483368137,1/2/17 6:42,25.9,29,559,38,1010.7
1483368438,1/2/17 6:47,25.9,29,563,36,1010.6
1483368740,1/2/17 6:52,25.9,29,557,38,1010.6
1483369042,1/2/17 6:57,25.9,29,561,36,1010.5
1483369344,1/2/17 7:02,26,29,560,38,1010.5
1483369646,1/2/17 7:07,26,29,565,36,1010.5
1483369948,1/2/17 7:12,26,29,564,38,1010.5
1483370249,1/2/17 7:17,26,29,561,36,1010.6
1483370551,1/2/17 7:22,26,29,558,38,1010.7
1483370852,1/2/17 7:27,26,29,550,37,1010.8
1483371154,1/2/17 7:32,26,29,579,39,1011.1
1483371456,1/2/17 7:37,26,29,570,43,1011
1483371758,1/2/17 7:42,26.1,29,566,45,1010.9
1483372060,1/2/17 7:47,26.1,29,569,42,1010.9
1483372364,1/2/17 7:52,26.1,29,575,43,1010.9
1483372665,1/2/17 7:57,26.1,29,573,41,1010.8
1483372968,1/2/17 8:02,26.1,29,561,38,1010.9
1483373269,1/2/17 8:07,26.1,29,565,38,1010.9
1483373572,1/2/17 8:12,26.1,29,560,37,1010.9
1483373873,1/2/17 8:17,26.1,29,567,38,1010.9
1483374173,1/2/17 8:22,26.1,29,568,37,1010.9
1483374475,1/2/17 8:27,26.1,29,571,39,1010.9
1483374778,1/2/17 8:32,26.1,29,568,36,1010.9
1483375079,1/2/17 8:37,26.1,29,560,39,1010.9
1483375383,1/2/17 8:43,26.2,29,579,36,1011
1483375685,1/2/17 8:48,26.2,29,561,38,1011
1483375987,1/2/17 8:53,26.2,29,580,36,1011.1
1483376288,1/2/17 8:58,26.2,29,572,38,1011.1
1483376590,1/2/17 9:03,26.2,29,569,36,1011.2
1483376892,1/2/17 9:08,26.2,29,566,38,1011.2
1483377193,1/2/17 9:13,26.3,29,566,36,1011.2
1483377495,1/2/17 9:18,26.3,29,558,38,1011.2
1483377797,1/2/17 9:23,26.3,29,540,38,1011.3
1483378099,1/2/17 9:28,26.3,29,552,38,1011.4
1483378403,1/2/17 9:33,26.3,29,553,42,1011.5
1483378705,1/2/17 9:38,26.3,29,544,43,1011.5
1483379007,1/2/17 9:43,26.4,29,545,44,1011.5
1483379308,1/2/17 9:48,26.4,29,547,39,1011.6
1483379610,1/2/17 9:53,26.4,29,545,38,1011.7
1483379911,1/2/17 9:58,26.4,29,543,37,1011.6
1483380214,1/2/17 10:03,26.4,29,546,38,1011.6
1483380516,1/2/17 10:08,26.4,29,542,36,1011.5
1483380818,1/2/17 10:13,26.4,29,550,38,1011.6
1483381120,1/2/17 10:18,26.5,29,545,36,1011.7
1483381422,1/2/17 10:23,26.5,29,546,38,1011.7
1483381723,1/2/17 10:28,26.5,29,554,36,1011.8
1483382025,1/2/17 10:33,26.5,29,547,38,1011.7
1483382327,1/2/17 10:38,26.5,29,560,36,1011.6
1483382630,1/2/17 10:43,26.6,29,549,38,1011.5
1483382932,1/2/17 10:48,26.6,29,541,36,1011.5
1483383234,1/2/17 10:53,26.6,29,553,38,1011.5
1483383535,1/2/17 10:58,26.6,29,551,36,1011.5
1483383837,1/2/17 11:03,26.6,29,554,39,1011.5
1483384139,1/2/17 11:08,26.7,29,550,36,1011.6
1483384439,1/2/17 11:13,26.7,29,543,38,1011.6
1483384741,1/2/17 11:19,26.7,29,547,40,1011.5
1483385043,1/2/17 11:24,26.7,29,551,37,1011.4
1483385344,1/2/17 11:29,26.8,29,550,38,1011.3
1483385646,1/2/17 11:34,26.8,29,543,37,1011.1
1483385947,1/2/17 11:39,26.8,29,542,38,1011.1
1483386251,1/2/17 11:44,26.8,29,553,36,1011
1483386552,1/2/17 11:49,26.9,29,542,37,1011
1483386854,1/2/17 11:54,26.9,29,558,36,1010.8
1483387155,1/2/17 11:59,26.9,29,548,38,1010.8
1483387459,1/2/17 12:04,26.9,29,548,37,1011.1
1483387760,1/2/17 12:09,26.9,29,559,39,1011.4
1483388062,1/2/17 12:14,27,29,548,37,1011.4
1483388363,1/2/17 12:19,27,29,547,39,1011.4
1483388664,1/2/17 12:24,27,29,544,37,1011.5
1483388966,1/2/17 12:29,27,29,552,39,1011.4
1483389269,1/2/17 12:34,27,29,544,38,1011.3
1483389571,1/2/17 12:39,27,29,546,38,1011.2
1483389874,1/2/17 12:44,27,29,555,37,1011.2
1483390175,1/2/17 12:49,27,29,559,36,1011.1
1483390477,1/2/17 12:54,27,29,543,37,1011.2
1483390779,1/2/17 12:59,27,29,540,37,1011.1
1483391081,1/2/17 13:04,27,29,560,37,1011
1483391383,1/2/17 13:09,27,29,553,36,1011
1483391685,1/2/17 13:14,27.1,29,561,37,1011
1483391988,1/2/17 13:19,27.1,29,552,36,1011
1483392289,1/2/17 13:24,27.1,29,546,38,1011.1
1483392591,1/2/17 13:29,27.1,29,549,46,1011.3
1483392894,1/2/17 13:34,27.1,29,560,46,1011.3
1483393195,1/2/17 13:39,27.1,29,543,44,1011.3
1483393497,1/2/17 13:44,27.2,29,550,45,1011.1
1483393799,1/2/17 13:49,27.2,29,560,42,1011.2
1483394101,1/2/17 13:55,27.2,29,554,46,1011.3
1483394402,1/2/17 14:00,27.2,29,547,42,1011.2
1483394705,1/2/17 14:05,27.2,29,553,43,1011.2
1483395006,1/2/17 14:10,27.2,29,556,41,1011.2
1483395309,1/2/17 14:15,27.2,29,553,39,1011.2
1483395611,1/2/17 14:20,27.2,29,553,38,1011.3
1483395912,1/2/17 14:25,27.3,29,561,38,1011.3
1483396213,1/2/17 14:30,27.3,29,553,37,1011.3
1483396514,1/2/17 14:35,27.3,29,557,37,1011.2
1483396816,1/2/17 14:40,27.3,29,560,37,1011.2
1483397118,1/2/17 14:45,27.3,29,550,37,1011.2
1483397420,1/2/17 14:50,27.3,29,544,39,1011.1
1483397723,1/2/17 14:55,27.3,29,562,39,1011.2
1483398025,1/2/17 15:00,27.3,29,545,40,1011.2
1483398327,1/2/17 15:05,27.4,29,551,42,1011.1
1483398628,1/2/17 15:10,27.4,29,548,41,1011.1
1483398931,1/2/17 15:15,27.4,29,547,36,1011.1
1483399232,1/2/17 15:20,27.4,29,551,38,1011.1
1483399534,1/2/17 15:25,27.4,29,555,36,1011
