,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,30.172
1,2016-01-01 00:15:00,KWH,30.175
2,2016-01-01 00:30:00,KWH,30.179
3,2016-01-01 00:45:00,KWH,30.183
4,2016-01-01 01:00:00,KWH,30.187
5,2016-01-01 01:00:00,KWH,30.187
6,2016-01-01 01:15:00,KWH,30.191
7,2016-01-01 01:30:00,KWH,30.195
8,2016-01-01 01:45:00,KWH,30.198
9,2016-01-01 02:00:00,KWH,30.202
10,2016-01-01 02:15:00,KWH,30.205
11,2016-01-01 02:30:00,KWH,30.208
12,2016-01-01 02:30:59,KWH,30.208
13,2016-01-01 02:45:00,KWH,30.210
14,2016-01-01 03:00:00,KWH,30.213
15,2016-01-01 03:15:00,KWH,30.216
16,2016-01-01 03:30:00,KWH,30.219
17,2016-01-01 03:30:00,KWH,30.219
18,2016-01-01 03:45:00,KWH,30.223
19,2016-01-01 04:00:00,KWH,30.227
20,2016-01-01 04:15:00,KWH,30.230
21,2016-01-01 04:15:00,KWH,30.230
22,2016-01-01 04:30:00,KWH,30.233
23,2016-01-01 04:45:00,KWH,30.237
24,2016-01-01 05:00:00,KWH,30.241
25,2016-01-01 05:15:00,KWH,30.246
26,2016-01-01 05:30:00,KWH,30.249
27,2016-01-01 05:45:00,KWH,30.252
28,2016-01-01 06:00:00,KWH,30.256
29,2016-01-01 06:15:00,KWH,30.276
30,2016-01-01 06:30:00,KWH,30.296
31,2016-01-01 06:45:00,KWH,30.317
32,2016-01-01 07:00:00,KWH,30.324
33,2016-01-01 07:15:00,KWH,30.325
34,2016-01-01 07:30:00,KWH,30.326
35,2016-01-01 07:45:00,KWH,30.326
36,2016-01-01 08:00:00,KWH,30.328
37,2016-01-01 08:15:00,KWH,30.333
38,2016-01-01 08:30:00,KWH,30.344
39,2016-01-01 08:45:00,KWH,30.356
40,2016-01-01 09:00:00,KWH,30.367
41,2016-01-01 09:15:00,KWH,30.378
42,2016-01-01 09:15:59,KWH,30.379
43,2016-01-01 09:30:00,KWH,30.391
44,2016-01-01 09:45:00,KWH,30.413
45,2016-01-01 10:00:00,KWH,30.420
46,2016-01-01 10:15:00,KWH,30.423
47,2016-01-01 10:30:00,KWH,30.425
48,2016-01-01 10:45:00,KWH,30.426
49,2016-01-01 11:00:00,KWH,30.426
50,2016-01-01 11:15:00,KWH,30.427
51,2016-01-01 11:30:00,KWH,30.429
52,2016-01-01 11:45:00,KWH,30.429
53,2016-01-01 12:00:00,KWH,30.429
54,2016-01-01 12:15:00,KWH,30.429
55,2016-01-01 12:30:00,KWH,30.429
56,2016-01-01 12:45:00,KWH,30.433
57,2016-01-01 13:00:00,KWH,30.436
58,2016-01-01 13:15:00,KWH,30.438
59,2016-01-01 13:30:00,KWH,30.438
60,2016-01-01 13:45:00,KWH,30.438
61,2016-01-01 14:00:00,KWH,30.438
62,2016-01-01 14:15:00,KWH,30.438
63,2016-01-01 14:30:00,KWH,30.438
64,2016-01-01 14:45:00,KWH,30.438
65,2016-01-01 15:00:00,KWH,30.438
66,2016-01-01 15:15:00,KWH,30.438
67,2016-01-01 15:30:00,KWH,30.438
68,2016-01-01 15:30:59,KWH,30.438
69,2016-01-01 15:45:00,KWH,30.438
70,2016-01-01 16:00:00,KWH,30.438
71,2016-01-01 16:15:00,KWH,30.438
72,2016-01-01 16:30:00,KWH,30.438
73,2016-01-01 16:45:00,KWH,30.438
74,2016-01-01 17:00:00,KWH,30.438
75,2016-01-01 17:15:00,KWH,30.438
76,2016-01-01 17:30:00,KWH,30.438
77,2016-01-01 17:45:00,KWH,30.439
78,2016-01-01 18:00:00,KWH,30.447
79,2016-01-01 18:15:00,KWH,30.454
80,2016-01-01 18:30:00,KWH,30.461
81,2016-01-01 18:45:00,KWH,30.469
82,2016-01-01 19:00:00,KWH,30.476
83,2016-01-01 19:15:00,KWH,30.484
84,2016-01-01 19:30:00,KWH,30.491
85,2016-01-01 19:45:00,KWH,30.498
86,2016-01-01 20:00:00,KWH,30.504
87,2016-01-01 20:15:00,KWH,30.510
88,2016-01-01 20:30:00,KWH,30.514
89,2016-01-01 20:45:00,KWH,30.518
90,2016-01-01 21:00:00,KWH,30.522
91,2016-01-01 21:15:00,KWH,30.525
