,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,50.352
1,2016-01-01 00:15:00,KWH,50.357
2,2016-01-01 00:30:00,KWH,50.362
3,2016-01-01 00:45:00,KWH,50.367
4,2016-01-01 01:00:00,KWH,50.372
5,2016-01-01 01:30:00,KWH,50.382
6,2016-01-01 01:45:00,KWH,50.386
7,2016-01-01 02:00:00,KWH,50.391
8,2016-01-01 02:15:00,KWH,50.396
9,2016-01-01 02:30:00,KWH,50.401
10,2016-01-01 02:45:00,KWH,50.406
11,2016-01-01 03:00:00,KWH,50.411
12,2016-01-01 03:15:00,KWH,50.416
13,2016-01-01 03:30:00,KWH,50.420
14,2016-01-01 03:45:00,KWH,50.423
15,2016-01-01 04:00:00,KWH,50.426
16,2016-01-01 04:15:00,KWH,50.429
17,2016-01-01 04:30:00,KWH,50.429
18,2016-01-01 04:45:00,KWH,50.429
19,2016-01-01 05:00:00,KWH,50.429
20,2016-01-01 05:15:00,KWH,50.429
21,2016-01-01 05:30:00,KWH,50.486
22,2016-01-01 05:45:00,KWH,50.541
23,2016-01-01 06:00:00,KWH,50.546
24,2016-01-01 06:15:00,KWH,50.546
25,2016-01-01 06:30:00,KWH,50.546
26,2016-01-01 06:45:00,KWH,50.546
27,2016-01-01 07:00:00,KWH,50.546
28,2016-01-01 07:15:00,KWH,50.546
29,2016-01-01 07:30:00,KWH,50.546
30,2016-01-01 07:45:00,KWH,50.546
31,2016-01-01 08:00:00,KWH,50.546
32,2016-01-01 08:15:00,KWH,50.546
33,2016-01-01 08:30:00,KWH,50.546
34,2016-01-01 08:45:00,KWH,50.546
35,2016-01-01 09:00:00,KWH,50.546
36,2016-01-01 09:15:00,KWH,50.546
37,2016-01-01 09:30:00,KWH,50.546
38,2016-01-01 09:45:00,KWH,50.546
39,2016-01-01 10:00:00,KWH,50.546
40,2016-01-01 10:15:00,KWH,50.546
41,2016-01-01 10:30:00,KWH,50.546
42,2016-01-01 10:45:00,KWH,50.546
43,2016-01-01 11:00:00,KWH,50.546
44,2016-01-01 11:15:00,KWH,50.546
45,2016-01-01 11:30:00,KWH,50.546
46,2016-01-01 11:45:00,KWH,50.546
47,2016-01-01 12:00:00,KWH,50.546
48,2016-01-01 12:15:00,KWH,50.546
49,2016-01-01 12:30:00,KWH,50.546
50,2016-01-01 12:45:00,KWH,50.546
51,2016-01-01 13:00:00,KWH,50.546
52,2016-01-01 13:15:00,KWH,50.546
53,2016-01-01 13:45:00,KWH,50.546
54,2016-01-01 14:00:00,KWH,50.546
55,2016-01-01 14:15:00,KWH,50.546
56,2016-01-01 14:30:00,KWH,50.546
57,2016-01-01 14:45:00,KWH,50.546
58,2016-01-01 15:00:00,KWH,50.546
59,2016-01-01 15:15:00,KWH,50.546
60,2016-01-01 15:30:00,KWH,50.546
61,2016-01-01 15:45:00,KWH,50.546
62,2016-01-01 16:00:00,KWH,50.546
63,2016-01-01 16:15:00,KWH,50.546
64,2016-01-01 16:45:00,KWH,50.569
65,2016-01-01 17:00:00,KWH,50.578
66,2016-01-01 17:15:00,KWH,50.583
67,2016-01-01 17:30:00,KWH,50.588
68,2016-01-01 17:45:00,KWH,50.593
69,2016-01-01 18:00:00,KWH,50.598
70,2016-01-01 18:15:00,KWH,50.602
71,2016-01-01 18:30:00,KWH,50.607
72,2016-01-01 18:45:00,KWH,50.612
73,2016-01-01 19:00:00,KWH,50.617
74,2016-01-01 19:15:00,KWH,50.622
75,2016-01-01 19:30:00,KWH,50.627
76,2016-01-01 19:45:00,KWH,50.632
77,2016-01-01 20:00:00,KWH,50.637
78,2016-01-01 20:15:00,KWH,50.642
79,2016-01-01 20:30:00,KWH,50.647
80,2016-01-01 20:45:00,KWH,50.652
81,2016-01-01 20:45:59,KWH,50.652
82,2016-01-01 21:00:00,KWH,50.657
83,2016-01-01 21:15:00,KWH,50.662
84,2016-01-01 21:30:00,KWH,50.667
85,2016-01-01 21:45:00,KWH,50.671
86,2016-01-01 22:00:00,KWH,50.671
87,2016-01-01 22:15:00,KWH,50.675
88,2016-01-01 22:30:00,KWH,50.675
89,2016-01-01 23:00:00,KWH,50.675
90,2016-01-01 23:15:00,KWH,50.675
91,2016-01-01 23:30:00,KWH,50.675
92,2016-01-01 23:45:00,KWH,50.675
93,2016-01-02 00:00:00,KWH,50.675
94,2016-01-02 00:15:00,KWH,50.675
95,2016-01-02 00:30:00,KWH,50.675
96,2016-01-02 00:45:00,KWH,50.675
97,2016-01-02 01:00:00,KWH,50.675
98,2016-01-02 01:15:00,KWH,50.675
99,2016-01-02 01:30:00,KWH,50.675
100,2016-01-02 01:45:00,KWH,50.675
101,2016-01-02 02:00:00,KWH,50.675
102,2016-01-02 02:15:00,KWH,50.675
103,2016-01-02 02:30:00,KWH,50.675
104,2016-01-02 02:45:00,KWH,50.675
105,2016-01-02 03:00:00,KWH,50.675
106,2016-01-02 03:15:00,KWH,50.676
107,2016-01-02 03:30:00,KWH,50.676
108,2016-01-02 03:45:00,KWH,50.678
109,2016-01-02 04:00:00,KWH,50.736
110,2016-01-02 04:15:00,KWH,50.828
111,2016-01-02 04:30:00,KWH,50.840
112,2016-01-02 04:45:00,KWH,50.850
113,2016-01-02 05:00:00,KWH,50.850
114,2016-01-02 05:15:00,KWH,50.887
115,2016-01-02 05:30:00,KWH,50.898
116,2016-01-02 05:45:00,KWH,50.898
117,2016-01-02 06:00:00,KWH,50.898
118,2016-01-02 06:15:00,KWH,50.898
119,2016-01-02 06:30:00,KWH,50.898
120,2016-01-02 06:45:00,KWH,50.898
121,2016-01-02 07:00:00,KWH,50.898
122,2016-01-02 07:15:00,KWH,50.903
123,2016-01-02 07:30:00,KWH,50.903
124,2016-01-02 07:45:00,KWH,50.903
125,2016-01-02 08:00:00,KWH,50.964
126,2016-01-02 08:15:00,KWH,50.964
127,2016-01-02 08:30:00,KWH,50.964
128,2016-01-02 08:45:00,KWH,50.964
129,2016-01-02 09:00:00,KWH,50.964
130,2016-01-02 09:15:00,KWH,50.964
131,2016-01-02 09:30:00,KWH,50.964
132,2016-01-02 09:45:00,KWH,50.964
133,2016-01-02 10:00:00,KWH,50.964
134,2016-01-02 10:15:00,KWH,50.964
135,2016-01-02 10:30:00,KWH,50.964
136,2016-01-02 10:45:00,KWH,50.964
137,2016-01-02 11:00:00,KWH,50.964
138,2016-01-02 11:15:00,KWH,50.964
139,2016-01-02 11:30:00,KWH,50.964
140,2016-01-02 11:45:00,KWH,50.964
141,2016-01-02 12:00:00,KWH,50.964
142,2016-01-02 12:15:00,KWH,50.964
143,2016-01-02 12:30:00,KWH,50.964
144,2016-01-02 12:45:00,KWH,50.964
145,2016-01-02 13:00:00,KWH,50.964
146,2016-01-02 13:15:00,KWH,50.964
147,2016-01-02 13:30:00,KWH,51.015
148,2016-01-02 13:45:00,KWH,51.015
149,2016-01-02 14:00:00,KWH,51.015
150,2016-01-02 14:15:00,KWH,51.015
151,2016-01-02 14:30:00,KWH,51.015
152,2016-01-02 14:45:00,KWH,51.015
153,2016-01-02 15:00:00,KWH,51.015
154,2016-01-02 15:15:00,KWH,51.015
155,2016-01-02 15:30:00,KWH,51.015
156,2016-01-02 15:45:00,KWH,51.015
157,2016-01-02 16:00:00,KWH,51.015
158,2016-01-02 16:15:00,KWH,51.015
159,2016-01-02 16:30:00,KWH,51.018
160,2016-01-02 16:45:00,KWH,51.023
161,2016-01-02 17:00:00,KWH,51.028
162,2016-01-02 17:15:00,KWH,51.033
163,2016-01-02 17:30:00,KWH,51.051
164,2016-01-02 17:45:00,KWH,51.073
165,2016-01-02 18:00:00,KWH,51.095
166,2016-01-02 18:15:00,KWH,51.109
167,2016-01-02 18:30:00,KWH,51.113
168,2016-01-02 18:45:00,KWH,51.118
169,2016-01-02 19:00:00,KWH,51.123
170,2016-01-02 19:15:00,KWH,51.128
171,2016-01-02 19:30:00,KWH,51.133
172,2016-01-02 19:45:00,KWH,51.138
173,2016-01-02 20:00:00,KWH,51.141
174,2016-01-02 20:15:00,KWH,51.145
175,2016-01-02 20:30:00,KWH,51.149
176,2016-01-02 20:45:00,KWH,51.154
177,2016-01-02 21:00:00,KWH,51.159
178,2016-01-02 21:15:00,KWH,51.163
179,2016-01-02 21:30:00,KWH,51.165
180,2016-01-02 21:45:00,KWH,51.167
181,2016-01-02 22:00:00,KWH,51.170
182,2016-01-02 22:15:00,KWH,51.172
183,2016-01-02 22:30:00,KWH,51.174
184,2016-01-02 22:45:00,KWH,51.176
185,2016-01-02 23:00:00,KWH,51.177
186,2016-01-02 23:15:00,KWH,51.180
187,2016-01-02 23:30:00,KWH,51.183
188,2016-01-02 23:45:00,KWH,51.187
189,2016-01-03 00:00:00,KWH,51.191
190,2016-01-03 00:15:00,KWH,51.194
191,2016-01-03 00:30:00,KWH,51.194
192,2016-01-03 00:45:00,KWH,51.194
193,2016-01-03 01:00:00,KWH,51.194
194,2016-01-03 01:15:00,KWH,51.194
195,2016-01-03 01:30:00,KWH,51.194
196,2016-01-03 01:45:00,KWH,51.194
197,2016-01-03 02:00:00,KWH,51.194
198,2016-01-03 02:15:00,KWH,51.194
199,2016-01-03 02:30:00,KWH,51.194
200,2016-01-03 02:45:00,KWH,51.194
201,2016-01-03 03:00:00,KWH,51.194
202,2016-01-03 03:15:00,KWH,51.194
203,2016-01-03 03:30:00,KWH,51.194
204,2016-01-03 03:45:00,KWH,51.194
205,2016-01-03 04:00:00,KWH,51.194
206,2016-01-03 04:15:00,KWH,51.194
207,2016-01-03 04:30:00,KWH,51.194
208,2016-01-03 04:45:00,KWH,51.194
209,2016-01-03 05:00:00,KWH,51.194
210,2016-01-03 05:15:00,KWH,51.194
211,2016-01-03 05:30:00,KWH,51.194
212,2016-01-03 05:45:00,KWH,51.194
213,2016-01-03 06:00:00,KWH,51.194
214,2016-01-03 06:15:00,KWH,51.194
215,2016-01-03 06:30:00,KWH,51.194
216,2016-01-03 06:45:00,KWH,51.194
217,2016-01-03 07:00:00,KWH,51.194
218,2016-01-03 07:15:00,KWH,51.194
219,2016-01-03 07:30:00,KWH,51.194
220,2016-01-03 07:45:00,KWH,51.194
221,2016-01-03 08:00:00,KWH,51.194
222,2016-01-03 08:15:00,KWH,51.194
223,2016-01-03 08:30:00,KWH,51.194
224,2016-01-03 08:45:00,KWH,51.194
225,2016-01-03 09:00:00,KWH,51.194
226,2016-01-03 09:15:00,KWH,51.194
227,2016-01-03 09:30:00,KWH,51.194
228,2016-01-03 09:45:00,KWH,51.194
229,2016-01-03 10:00:00,KWH,51.194
230,2016-01-03 10:15:00,KWH,51.194
231,2016-01-03 10:30:00,KWH,51.194
232,2016-01-03 10:45:00,KWH,51.194
233,2016-01-03 11:00:00,KWH,51.194
234,2016-01-03 11:15:00,KWH,51.194
235,2016-01-03 11:30:00,KWH,51.194
236,2016-01-03 11:45:00,KWH,51.194
237,2016-01-03 12:00:00,KWH,51.194
238,2016-01-03 12:15:00,KWH,51.194
239,2016-01-03 12:30:00,KWH,51.194
240,2016-01-03 12:45:00,KWH,51.194
241,2016-01-03 13:00:00,KWH,51.194
242,2016-01-03 13:15:00,KWH,51.194
243,2016-01-03 13:30:00,KWH,51.194
244,2016-01-03 13:45:00,KWH,51.194
245,2016-01-03 14:00:00,KWH,51.194
246,2016-01-03 14:15:00,KWH,51.194
247,2016-01-03 14:30:00,KWH,51.194
248,2016-01-03 14:45:00,KWH,51.194
249,2016-01-03 15:00:00,KWH,51.194
250,2016-01-03 15:15:00,KWH,51.194
251,2016-01-03 15:30:00,KWH,51.194
252,2016-01-03 15:45:00,KWH,51.194
253,2016-01-03 16:00:00,KWH,51.194
254,2016-01-03 16:15:00,KWH,51.195
255,2016-01-03 16:30:00,KWH,51.198
256,2016-01-03 16:45:00,KWH,51.202
257,2016-01-03 17:15:00,KWH,51.211
258,2016-01-03 17:30:00,KWH,51.216
259,2016-01-03 17:45:00,KWH,51.221
260,2016-01-03 18:00:00,KWH,51.226
261,2016-01-03 18:15:00,KWH,51.231
262,2016-01-03 18:30:00,KWH,51.236
263,2016-01-03 18:45:00,KWH,51.241
264,2016-01-03 19:00:00,KWH,51.247
265,2016-01-03 19:15:00,KWH,51.252
266,2016-01-03 19:30:00,KWH,51.257
267,2016-01-03 19:45:00,KWH,51.262
268,2016-01-03 20:00:00,KWH,51.268
269,2016-01-03 20:15:00,KWH,51.274
270,2016-01-03 20:30:00,KWH,51.279
271,2016-01-03 20:45:00,KWH,51.285
272,2016-01-03 21:00:00,KWH,51.290
273,2016-01-03 21:15:00,KWH,51.295
274,2016-01-03 21:30:00,KWH,51.301
275,2016-01-03 21:45:00,KWH,51.306
276,2016-01-03 22:00:00,KWH,51.310
277,2016-01-03 22:15:00,KWH,51.313
278,2016-01-03 22:30:00,KWH,51.317
279,2016-01-03 23:00:00,KWH,51.325
280,2016-01-03 23:15:00,KWH,51.329
281,2016-01-03 23:30:00,KWH,51.333
282,2016-01-03 23:45:00,KWH,51.337
283,2016-01-04 00:00:00,KWH,51.341
284,2016-01-04 00:15:00,KWH,51.344
285,2016-01-04 00:30:00,KWH,51.348
286,2016-01-04 00:45:00,KWH,51.351
287,2016-01-04 01:00:00,KWH,51.355
288,2016-01-04 01:15:00,KWH,51.358
289,2016-01-04 01:30:00,KWH,51.361
290,2016-01-04 01:45:00,KWH,51.365
291,2016-01-04 02:00:00,KWH,51.368
292,2016-01-04 02:15:00,KWH,51.371
293,2016-01-04 02:30:00,KWH,51.374
294,2016-01-04 02:45:00,KWH,51.378
295,2016-01-04 03:00:00,KWH,51.419
296,2016-01-04 03:15:00,KWH,51.444
297,2016-01-04 03:30:00,KWH,51.448
298,2016-01-04 03:45:00,KWH,51.451
299,2016-01-04 04:00:00,KWH,51.452
300,2016-01-04 04:15:00,KWH,51.452
301,2016-01-04 04:30:00,KWH,51.542
302,2016-01-04 04:45:00,KWH,51.546
303,2016-01-04 05:00:00,KWH,51.546
304,2016-01-04 05:15:00,KWH,51.610
305,2016-01-04 05:30:00,KWH,51.740
306,2016-01-04 05:45:00,KWH,51.860
307,2016-01-04 06:00:00,KWH,51.886
308,2016-01-04 06:15:00,KWH,51.886
309,2016-01-04 06:30:00,KWH,51.886
310,2016-01-04 06:45:00,KWH,51.886
311,2016-01-04 07:00:00,KWH,51.886
312,2016-01-04 07:15:00,KWH,51.886
313,2016-01-04 07:30:00,KWH,51.886
314,2016-01-04 07:45:00,KWH,51.886
315,2016-01-04 08:00:00,KWH,51.886
316,2016-01-04 08:15:00,KWH,51.886
317,2016-01-04 08:45:00,KWH,51.886
318,2016-01-04 09:00:00,KWH,51.886
319,2016-01-04 09:15:00,KWH,51.886
320,2016-01-04 09:30:00,KWH,51.886
321,2016-01-04 10:00:00,KWH,51.886
322,2016-01-04 10:15:00,KWH,51.886
323,2016-01-04 10:30:00,KWH,51.886
324,2016-01-04 10:45:00,KWH,51.886
325,2016-01-04 11:00:00,KWH,51.886
326,2016-01-04 11:15:00,KWH,51.886
327,2016-01-04 11:30:00,KWH,51.886
328,2016-01-04 11:45:00,KWH,51.886
329,2016-01-04 12:00:00,KWH,51.886
330,2016-01-04 12:15:00,KWH,51.886
331,2016-01-04 12:30:00,KWH,51.886
332,2016-01-04 12:45:00,KWH,51.886
333,2016-01-04 13:00:00,KWH,51.886
334,2016-01-04 13:15:00,KWH,51.886
335,2016-01-04 13:30:00,KWH,51.886
336,2016-01-04 13:45:00,KWH,51.886
337,2016-01-04 14:00:00,KWH,51.886
338,2016-01-04 14:15:00,KWH,51.886
339,2016-01-04 14:30:00,KWH,51.886
340,2016-01-04 14:45:00,KWH,51.886
341,2016-01-04 15:00:00,KWH,51.886
342,2016-01-04 15:15:00,KWH,51.886
343,2016-01-04 15:30:00,KWH,51.886
344,2016-01-04 15:45:00,KWH,51.886
345,2016-01-04 16:00:00,KWH,51.886
346,2016-01-04 16:15:00,KWH,51.886
347,2016-01-04 16:30:00,KWH,51.890
348,2016-01-04 16:45:00,KWH,51.893
349,2016-01-04 17:15:00,KWH,51.901
350,2016-01-04 17:30:00,KWH,51.906
351,2016-01-04 17:45:00,KWH,51.910
352,2016-01-04 18:00:00,KWH,51.914
353,2016-01-04 18:15:00,KWH,51.918
354,2016-01-04 18:30:00,KWH,51.923
355,2016-01-04 18:45:00,KWH,51.928
356,2016-01-04 19:00:00,KWH,51.933
357,2016-01-04 19:15:00,KWH,51.937
358,2016-01-04 19:30:00,KWH,51.940
359,2016-01-04 19:45:00,KWH,51.943
360,2016-01-04 20:00:00,KWH,51.947
361,2016-01-04 20:15:00,KWH,51.950
362,2016-01-04 20:30:00,KWH,51.953
363,2016-01-04 21:00:00,KWH,51.962
364,2016-01-04 21:15:00,KWH,51.966
365,2016-01-04 21:30:00,KWH,51.970
366,2016-01-04 21:45:00,KWH,51.974
367,2016-01-04 22:00:00,KWH,51.978
368,2016-01-04 22:15:00,KWH,51.982
369,2016-01-04 22:30:00,KWH,51.986
370,2016-01-04 22:45:00,KWH,51.990
371,2016-01-04 23:00:00,KWH,51.994
372,2016-01-04 23:15:00,KWH,51.998
373,2016-01-04 23:30:00,KWH,52.002
374,2016-01-04 23:45:00,KWH,52.005
375,2016-01-05 00:00:00,KWH,52.008
376,2016-01-05 00:15:00,KWH,52.011
377,2016-01-05 00:30:00,KWH,52.015
378,2016-01-05 00:45:00,KWH,52.018
379,2016-01-05 01:00:00,KWH,52.021
380,2016-01-05 01:15:00,KWH,52.024
381,2016-01-05 01:30:00,KWH,52.027
382,2016-01-05 01:45:00,KWH,52.031
383,2016-01-05 02:00:00,KWH,52.034
384,2016-01-05 02:15:00,KWH,52.037
385,2016-01-05 02:30:00,KWH,52.040
386,2016-01-05 02:45:00,KWH,52.043
387,2016-01-05 03:00:00,KWH,52.047
388,2016-01-05 03:15:00,KWH,52.050
389,2016-01-05 03:30:00,KWH,52.051
390,2016-01-05 03:45:00,KWH,52.051
391,2016-01-05 04:00:00,KWH,52.052
392,2016-01-05 04:15:00,KWH,52.052
393,2016-01-05 04:30:00,KWH,52.052
394,2016-01-05 04:45:00,KWH,52.052
395,2016-01-05 05:15:00,KWH,52.052
396,2016-01-05 05:30:00,KWH,52.052
397,2016-01-05 05:45:00,KWH,52.052
398,2016-01-05 06:00:00,KWH,52.052
399,2016-01-05 06:15:00,KWH,52.052
400,2016-01-05 06:30:00,KWH,52.052
401,2016-01-05 06:45:00,KWH,52.052
402,2016-01-05 07:00:00,KWH,52.052
403,2016-01-05 07:15:00,KWH,52.052
404,2016-01-05 07:30:00,KWH,52.052
405,2016-01-05 07:45:00,KWH,52.052
406,2016-01-05 08:00:00,KWH,52.052
407,2016-01-05 08:15:00,KWH,52.052
408,2016-01-05 08:30:00,KWH,52.052
409,2016-01-05 08:45:00,KWH,52.052
410,2016-01-05 09:00:00,KWH,52.052
411,2016-01-05 09:15:00,KWH,52.052
412,2016-01-05 09:30:00,KWH,52.052
413,2016-01-05 09:45:00,KWH,52.052
414,2016-01-05 10:00:00,KWH,52.052
415,2016-01-05 10:15:00,KWH,52.052
416,2016-01-05 10:30:00,KWH,52.052
417,2016-01-05 10:45:00,KWH,52.052
418,2016-01-05 11:00:00,KWH,52.052
419,2016-01-05 11:15:00,KWH,52.052
420,2016-01-05 11:30:00,KWH,52.052
421,2016-01-05 11:45:00,KWH,52.052
422,2016-01-05 12:00:00,KWH,52.052
423,2016-01-05 12:15:00,KWH,52.052
424,2016-01-05 12:30:00,KWH,52.052
425,2016-01-05 12:45:00,KWH,52.052
426,2016-01-05 13:00:00,KWH,52.052
427,2016-01-05 13:15:00,KWH,52.052
428,2016-01-05 13:30:00,KWH,52.052
429,2016-01-05 13:45:00,KWH,52.052
