,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,47.915
1,2016-01-01 00:15:00,KWH,47.923
2,2016-01-01 00:30:00,KWH,47.930
3,2016-01-01 00:45:00,KWH,47.938
4,2016-01-01 01:00:00,KWH,47.945
5,2016-01-01 01:15:00,KWH,47.951
6,2016-01-01 01:30:00,KWH,47.958
7,2016-01-01 01:45:00,KWH,47.964
8,2016-01-01 02:00:00,KWH,47.971
9,2016-01-01 02:15:00,KWH,47.977
10,2016-01-01 02:30:00,KWH,47.984
11,2016-01-01 02:45:00,KWH,47.990
12,2016-01-01 03:00:00,KWH,47.996
13,2016-01-01 03:15:00,KWH,48.003
14,2016-01-01 03:30:00,KWH,48.009
15,2016-01-01 03:45:00,KWH,48.016
16,2016-01-01 04:00:00,KWH,48.022
17,2016-01-01 04:15:00,KWH,48.029
18,2016-01-01 04:30:00,KWH,48.029
19,2016-01-01 04:45:00,KWH,48.029
20,2016-01-01 05:00:00,KWH,48.029
21,2016-01-01 05:15:00,KWH,48.029
22,2016-01-01 05:30:00,KWH,48.029
23,2016-01-01 05:45:00,KWH,48.029
24,2016-01-01 06:00:00,KWH,48.029
25,2016-01-01 06:15:00,KWH,48.029
26,2016-01-01 06:30:00,KWH,48.029
27,2016-01-01 06:45:00,KWH,48.029
28,2016-01-01 07:00:00,KWH,48.029
29,2016-01-01 07:15:00,KWH,48.029
30,2016-01-01 07:30:00,KWH,48.029
31,2016-01-01 07:45:00,KWH,48.029
32,2016-01-01 08:00:00,KWH,48.029
33,2016-01-01 08:15:00,KWH,48.029
34,2016-01-01 08:30:00,KWH,48.029
35,2016-01-01 08:45:00,KWH,48.029
36,2016-01-01 09:00:00,KWH,48.029
37,2016-01-01 09:15:00,KWH,48.030
38,2016-01-01 09:30:00,KWH,48.032
39,2016-01-01 09:45:00,KWH,48.034
40,2016-01-01 10:00:00,KWH,48.036
41,2016-01-01 10:15:00,KWH,48.038
42,2016-01-01 10:30:00,KWH,48.040
43,2016-01-01 10:45:00,KWH,48.042
44,2016-01-01 11:00:00,KWH,48.043
45,2016-01-01 11:15:00,KWH,48.043
46,2016-01-01 11:30:00,KWH,48.043
47,2016-01-01 11:45:00,KWH,48.043
48,2016-01-01 12:00:00,KWH,48.043
49,2016-01-01 12:15:00,KWH,48.043
50,2016-01-01 12:30:00,KWH,48.043
51,2016-01-01 12:45:00,KWH,48.043
52,2016-01-01 13:00:00,KWH,48.043
53,2016-01-01 13:15:00,KWH,48.043
54,2016-01-01 13:30:00,KWH,48.043
55,2016-01-01 13:45:00,KWH,48.043
56,2016-01-01 14:00:00,KWH,48.043
57,2016-01-01 14:15:00,KWH,48.043
58,2016-01-01 14:30:00,KWH,48.043
59,2016-01-01 14:45:00,KWH,48.043
60,2016-01-01 14:45:59,KWH,48.043
61,2016-01-01 15:00:00,KWH,48.043
62,2016-01-01 15:15:00,KWH,48.045
63,2016-01-01 15:30:00,KWH,48.046
64,2016-01-01 15:45:00,KWH,48.050
65,2016-01-01 16:00:00,KWH,48.056
66,2016-01-01 16:15:00,KWH,48.064
67,2016-01-01 16:30:00,KWH,48.072
68,2016-01-01 16:45:00,KWH,48.081
69,2016-01-01 17:00:00,KWH,48.089
70,2016-01-01 17:15:00,KWH,48.098
71,2016-01-01 17:30:00,KWH,48.106
72,2016-01-01 17:45:00,KWH,48.115
73,2016-01-01 18:00:00,KWH,48.123
74,2016-01-01 18:15:00,KWH,48.131
75,2016-01-01 18:30:00,KWH,48.138
76,2016-01-01 18:45:00,KWH,48.145
77,2016-01-01 19:00:00,KWH,48.151
78,2016-01-01 19:15:00,KWH,48.158
79,2016-01-01 19:30:00,KWH,48.165
80,2016-01-01 19:45:00,KWH,48.172
81,2016-01-01 20:15:00,KWH,48.186
82,2016-01-01 20:30:00,KWH,48.193
83,2016-01-01 20:45:00,KWH,48.201
84,2016-01-01 21:00:00,KWH,48.209
85,2016-01-01 21:15:00,KWH,48.218
86,2016-01-01 21:30:00,KWH,48.226
87,2016-01-01 21:45:00,KWH,48.234
88,2016-01-01 22:00:00,KWH,48.242
89,2016-01-01 22:15:00,KWH,48.249
90,2016-01-01 22:30:00,KWH,48.256
91,2016-01-01 22:45:00,KWH,48.263
92,2016-01-01 23:00:00,KWH,48.269
93,2016-01-01 23:15:00,KWH,48.276
94,2016-01-01 23:15:59,KWH,48.277
