,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,32.787
1,2016-01-01 00:15:00,KWH,32.795
2,2016-01-01 00:30:00,KWH,32.803
3,2016-01-01 00:45:00,KWH,32.811
4,2016-01-01 01:00:00,KWH,32.819
5,2016-01-01 01:15:00,KWH,32.827
6,2016-01-01 01:30:00,KWH,32.835
7,2016-01-01 01:45:00,KWH,32.842
8,2016-01-01 02:00:00,KWH,32.850
9,2016-01-01 02:15:00,KWH,32.858
10,2016-01-01 02:30:00,KWH,32.866
11,2016-01-01 02:45:00,KWH,32.874
12,2016-01-01 03:00:00,KWH,32.882
13,2016-01-01 03:15:00,KWH,32.890
14,2016-01-01 03:30:00,KWH,32.895
15,2016-01-01 03:45:00,KWH,32.900
16,2016-01-01 04:00:00,KWH,32.905
17,2016-01-01 04:15:00,KWH,32.910
18,2016-01-01 04:30:00,KWH,32.912
19,2016-01-01 04:45:00,KWH,32.921
20,2016-01-01 05:00:00,KWH,32.930
21,2016-01-01 05:15:00,KWH,32.939
22,2016-01-01 05:30:00,KWH,32.940
23,2016-01-01 05:45:00,KWH,32.940
24,2016-01-01 06:00:00,KWH,32.940
25,2016-01-01 06:15:00,KWH,32.940
26,2016-01-01 06:30:00,KWH,32.940
27,2016-01-01 06:45:00,KWH,32.940
28,2016-01-01 07:00:00,KWH,32.940
29,2016-01-01 07:15:00,KWH,32.940
30,2016-01-01 07:30:00,KWH,32.940
31,2016-01-01 07:45:00,KWH,32.940
32,2016-01-01 08:00:00,KWH,32.940
33,2016-01-01 08:15:00,KWH,32.940
34,2016-01-01 08:30:00,KWH,32.940
35,2016-01-01 08:45:00,KWH,32.940
36,2016-01-01 09:00:00,KWH,32.940
37,2016-01-01 09:15:00,KWH,32.940
38,2016-01-01 09:30:00,KWH,32.940
39,2016-01-01 09:45:00,KWH,32.940
40,2016-01-01 10:00:00,KWH,32.940
41,2016-01-01 10:15:00,KWH,32.940
42,2016-01-01 10:30:00,KWH,32.940
43,2016-01-01 10:45:00,KWH,32.940
44,2016-01-01 11:00:00,KWH,32.940
45,2016-01-01 11:15:00,KWH,32.940
46,2016-01-01 11:30:00,KWH,32.940
47,2016-01-01 11:45:00,KWH,32.940
48,2016-01-01 12:00:00,KWH,32.940
49,2016-01-01 12:15:00,KWH,32.940
50,2016-01-01 12:30:00,KWH,32.940
51,2016-01-01 12:45:00,KWH,32.940
52,2016-01-01 13:00:00,KWH,32.940
53,2016-01-01 13:15:00,KWH,32.940
54,2016-01-01 13:30:00,KWH,32.940
55,2016-01-01 13:45:00,KWH,32.944
56,2016-01-01 14:00:00,KWH,32.954
57,2016-01-01 14:15:00,KWH,32.962
58,2016-01-01 14:30:00,KWH,32.965
59,2016-01-01 14:45:00,KWH,32.965
60,2016-01-01 14:45:59,KWH,32.965
61,2016-01-01 15:00:00,KWH,32.965
62,2016-01-01 15:15:00,KWH,32.965
63,2016-01-01 15:30:00,KWH,32.965
64,2016-01-01 15:45:00,KWH,32.965
65,2016-01-01 16:00:00,KWH,32.966
66,2016-01-01 16:15:00,KWH,32.974
67,2016-01-01 16:30:00,KWH,32.984
68,2016-01-01 16:45:00,KWH,32.994
69,2016-01-01 17:00:00,KWH,33.002
70,2016-01-01 17:15:00,KWH,33.008
71,2016-01-01 17:30:00,KWH,33.013
72,2016-01-01 17:45:00,KWH,33.018
73,2016-01-01 18:00:00,KWH,33.023
74,2016-01-01 18:15:00,KWH,33.028
75,2016-01-01 18:30:00,KWH,33.037
76,2016-01-01 18:45:00,KWH,33.045
77,2016-01-01 19:00:00,KWH,33.049
78,2016-01-01 19:15:00,KWH,33.053
79,2016-01-01 19:30:00,KWH,33.058
80,2016-01-01 19:45:00,KWH,33.062
81,2016-01-01 20:15:00,KWH,33.071
82,2016-01-01 20:30:00,KWH,33.075
83,2016-01-01 20:45:00,KWH,33.079
84,2016-01-01 21:00:00,KWH,33.084
85,2016-01-01 21:15:00,KWH,33.088
86,2016-01-01 21:30:00,KWH,33.092
87,2016-01-01 21:45:00,KWH,33.097
88,2016-01-01 22:00:00,KWH,33.101
89,2016-01-01 22:15:00,KWH,33.105
90,2016-01-01 22:30:00,KWH,33.110
91,2016-01-01 22:45:00,KWH,33.114
92,2016-01-01 23:00:00,KWH,33.118
93,2016-01-01 23:15:00,KWH,33.123
94,2016-01-01 23:15:59,KWH,33.123
95,2016-01-01 23:30:00,KWH,33.127
96,2016-01-01 23:45:00,KWH,33.131
97,2016-01-02 00:00:00,KWH,33.131
98,2016-01-02 00:15:00,KWH,33.131
99,2016-01-02 00:30:00,KWH,33.131
100,2016-01-02 00:45:00,KWH,33.131
101,2016-01-02 01:00:00,KWH,33.131
102,2016-01-02 01:15:00,KWH,33.131
103,2016-01-02 01:30:00,KWH,33.131
104,2016-01-02 01:45:00,KWH,33.131
105,2016-01-02 01:45:59,KWH,33.131
106,2016-01-02 02:00:00,KWH,33.131
107,2016-01-02 02:15:00,KWH,33.131
108,2016-01-02 02:30:00,KWH,33.131
109,2016-01-02 02:45:00,KWH,33.131
110,2016-01-02 03:00:00,KWH,33.131
111,2016-01-02 03:00:59,KWH,33.131
112,2016-01-02 03:15:00,KWH,33.131
113,2016-01-02 03:30:00,KWH,33.131
114,2016-01-02 03:45:00,KWH,33.131
115,2016-01-02 04:00:00,KWH,33.131
116,2016-01-02 04:15:00,KWH,33.131
117,2016-01-02 04:30:00,KWH,33.131
118,2016-01-02 04:45:00,KWH,33.131
119,2016-01-02 05:00:00,KWH,33.131
120,2016-01-02 05:15:00,KWH,33.131
121,2016-01-02 05:30:00,KWH,33.131
122,2016-01-02 05:45:00,KWH,33.131
123,2016-01-02 06:00:00,KWH,33.131
124,2016-01-02 06:15:00,KWH,33.131
125,2016-01-02 06:30:00,KWH,33.131
126,2016-01-02 06:45:00,KWH,33.131
127,2016-01-02 06:45:59,KWH,33.131
128,2016-01-02 07:00:00,KWH,33.131
129,2016-01-02 07:15:00,KWH,33.131
130,2016-01-02 07:30:00,KWH,33.131
131,2016-01-02 07:45:00,KWH,33.131
132,2016-01-02 08:00:00,KWH,33.131
133,2016-01-02 08:15:00,KWH,33.131
134,2016-01-02 08:30:00,KWH,33.131
135,2016-01-02 08:45:00,KWH,33.131
136,2016-01-02 09:00:00,KWH,33.131
137,2016-01-02 09:15:00,KWH,33.131
138,2016-01-02 09:30:00,KWH,33.131
139,2016-01-02 09:45:00,KWH,33.131
140,2016-01-02 10:00:00,KWH,33.131
141,2016-01-02 10:15:00,KWH,33.131
142,2016-01-02 10:30:00,KWH,33.131
143,2016-01-02 10:45:00,KWH,33.131
144,2016-01-02 11:00:00,KWH,33.131
145,2016-01-02 11:15:00,KWH,33.131
146,2016-01-02 11:30:00,KWH,33.131
147,2016-01-02 11:45:00,KWH,33.131
148,2016-01-02 12:00:00,KWH,33.131
149,2016-01-02 12:15:00,KWH,33.131
150,2016-01-02 12:30:00,KWH,33.131
151,2016-01-02 12:45:00,KWH,33.131
152,2016-01-02 13:00:00,KWH,33.131
153,2016-01-02 13:15:00,KWH,33.131
154,2016-01-02 13:30:00,KWH,33.131
155,2016-01-02 13:45:00,KWH,33.131
156,2016-01-02 14:00:00,KWH,33.131
157,2016-01-02 14:15:00,KWH,33.131
158,2016-01-02 14:30:00,KWH,33.131
159,2016-01-02 14:45:00,KWH,33.131
160,2016-01-02 15:00:00,KWH,33.131
161,2016-01-02 15:15:00,KWH,33.131
162,2016-01-02 15:30:00,KWH,33.131
163,2016-01-02 15:45:00,KWH,33.131
164,2016-01-02 16:00:00,KWH,33.131
165,2016-01-02 16:15:00,KWH,33.131
166,2016-01-02 16:30:00,KWH,33.131
167,2016-01-02 16:45:00,KWH,33.131
168,2016-01-02 17:00:00,KWH,33.131
169,2016-01-02 17:15:00,KWH,33.131
170,2016-01-02 17:30:00,KWH,33.131
171,2016-01-02 17:45:00,KWH,33.131
172,2016-01-02 18:00:00,KWH,33.131
173,2016-01-02 18:15:00,KWH,33.131
174,2016-01-02 18:30:00,KWH,33.131
175,2016-01-02 18:45:00,KWH,33.131
176,2016-01-02 19:00:00,KWH,33.131
177,2016-01-02 19:15:00,KWH,33.131
178,2016-01-02 19:30:00,KWH,33.134
179,2016-01-02 19:45:00,KWH,33.143
180,2016-01-02 20:00:00,KWH,33.151
181,2016-01-02 20:15:00,KWH,33.160
182,2016-01-02 20:30:00,KWH,33.166
183,2016-01-02 20:45:00,KWH,33.171
184,2016-01-02 21:00:00,KWH,33.175
185,2016-01-02 21:15:00,KWH,33.180
