,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,0.000
1,2016-01-01 00:15:00,KWH,0.000
2,2016-01-01 00:30:00,KWH,0.000
3,2016-01-01 00:45:00,KWH,0.000
4,2016-01-01 01:00:00,KWH,0.000
5,2016-01-01 01:15:00,KWH,0.000
6,2016-01-01 01:30:00,KWH,0.000
7,2016-01-01 01:45:00,KWH,0.000
8,2016-01-01 02:00:00,KWH,0.000
9,2016-01-01 02:15:00,KWH,0.000
10,2016-01-01 02:30:00,KWH,0.000
11,2016-01-01 02:45:00,KWH,0.000
12,2016-01-01 03:00:00,KWH,0.000
13,2016-01-01 03:15:00,KWH,0.000
14,2016-01-01 03:30:00,KWH,0.000
15,2016-01-01 03:45:00,KWH,0.000
16,2016-01-01 04:00:00,KWH,0.000
17,2016-01-01 04:15:00,KWH,0.000
18,2016-01-01 04:30:00,KWH,0.000
19,2016-01-01 04:45:00,KWH,0.000
20,2016-01-01 05:00:00,KWH,0.000
21,2016-01-01 05:15:00,KWH,0.000
22,2016-01-01 05:30:00,KWH,0.000
23,2016-01-01 05:45:00,KWH,0.000
24,2016-01-01 06:00:00,KWH,0.000
25,2016-01-01 06:15:00,KWH,0.000
26,2016-01-01 06:30:00,KWH,0.000
27,2016-01-01 06:45:00,KWH,0.000
28,2016-01-01 07:00:00,KWH,0.000
29,2016-01-01 07:15:00,KWH,0.000
30,2016-01-01 07:30:00,KWH,0.000
31,2016-01-01 07:45:00,KWH,0.000
32,2016-01-01 08:00:00,KWH,0.000
33,2016-01-01 08:15:00,KWH,0.000
34,2016-01-01 08:30:00,KWH,0.000
35,2016-01-01 08:45:00,KWH,0.000
36,2016-01-01 09:00:00,KWH,0.000
37,2016-01-01 09:15:00,KWH,0.000
38,2016-01-01 09:30:00,KWH,0.000
39,2016-01-01 09:45:00,KWH,0.000
40,2016-01-01 10:00:00,KWH,0.000
41,2016-01-01 10:15:00,KWH,0.000
42,2016-01-01 10:30:00,KWH,0.000
43,2016-01-01 10:45:00,KWH,0.000
44,2016-01-01 11:00:00,KWH,0.000
45,2016-01-01 11:15:00,KWH,0.000
46,2016-01-01 11:30:00,KWH,0.000
47,2016-01-01 11:45:00,KWH,0.000
48,2016-01-01 12:00:00,KWH,0.000
49,2016-01-01 12:15:00,KWH,0.000
50,2016-01-01 12:30:00,KWH,0.000
51,2016-01-01 12:45:00,KWH,0.000
52,2016-01-01 13:00:00,KWH,0.000
53,2016-01-01 13:15:00,KWH,0.000
54,2016-01-01 13:30:00,KWH,0.000
55,2016-01-01 13:45:00,KWH,0.000
56,2016-01-01 14:00:00,KWH,0.000
57,2016-01-01 14:15:00,KWH,0.000
58,2016-01-01 14:30:00,KWH,0.000
59,2016-01-01 14:45:00,KWH,0.000
60,2016-01-01 15:00:00,KWH,0.000
61,2016-01-01 15:15:00,KWH,0.000
62,2016-01-01 15:45:00,KWH,0.000
63,2016-01-01 16:00:00,KWH,0.000
64,2016-01-01 16:15:00,KWH,0.000
65,2016-01-01 16:30:00,KWH,0.000
66,2016-01-01 16:45:00,KWH,0.000
67,2016-01-01 17:00:00,KWH,0.000
68,2016-01-01 17:15:00,KWH,0.000
69,2016-01-01 17:30:00,KWH,0.000
70,2016-01-01 17:45:00,KWH,0.000
71,2016-01-01 18:00:00,KWH,0.000
72,2016-01-01 18:15:00,KWH,0.000
73,2016-01-01 18:30:00,KWH,0.000
74,2016-01-01 18:45:00,KWH,0.000
75,2016-01-01 19:00:00,KWH,0.000
76,2016-01-01 19:15:00,KWH,0.000
77,2016-01-01 19:30:00,KWH,0.000
78,2016-01-01 19:45:00,KWH,0.000
79,2016-01-01 20:00:00,KWH,0.000
80,2016-01-01 20:15:00,KWH,0.000
81,2016-01-01 20:30:00,KWH,0.000
82,2016-01-01 20:45:00,KWH,0.000
83,2016-01-01 21:00:00,KWH,0.000
84,2016-01-01 21:15:00,KWH,0.000
85,2016-01-01 21:30:00,KWH,0.000
86,2016-01-01 21:45:00,KWH,0.000
87,2016-01-01 22:00:00,KWH,0.000
88,2016-01-01 22:15:00,KWH,0.000
89,2016-01-01 22:30:00,KWH,0.000
90,2016-01-01 22:45:00,KWH,0.000
91,2016-01-01 23:00:00,KWH,0.000
92,2016-01-01 23:15:00,KWH,0.000
93,2016-01-01 23:30:00,KWH,0.000
94,2016-01-01 23:45:00,KWH,0.000
95,2016-01-02 00:00:00,KWH,0.000
96,2016-01-02 00:15:00,KWH,0.000
97,2016-01-02 00:30:00,KWH,0.000
98,2016-01-02 00:45:00,KWH,0.000
99,2016-01-02 01:00:00,KWH,0.000
100,2016-01-02 01:15:00,KWH,0.000
101,2016-01-02 01:30:00,KWH,0.000
102,2016-01-02 01:45:00,KWH,0.000
