,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,47.242
1,2016-01-01 00:15:00,KWH,47.246
2,2016-01-01 00:30:00,KWH,47.250
3,2016-01-01 00:45:00,KWH,47.254
4,2016-01-01 01:00:00,KWH,47.258
5,2016-01-01 01:00:00,KWH,47.258
6,2016-01-01 01:15:00,KWH,47.262
7,2016-01-01 01:30:00,KWH,47.265
8,2016-01-01 01:45:00,KWH,47.269
9,2016-01-01 02:00:00,KWH,47.273
10,2016-01-01 02:15:00,KWH,47.277
11,2016-01-01 02:30:00,KWH,47.281
12,2016-01-01 02:30:59,KWH,47.281
13,2016-01-01 02:45:00,KWH,47.285
14,2016-01-01 03:00:00,KWH,47.289
15,2016-01-01 03:15:00,KWH,47.292
16,2016-01-01 03:30:00,KWH,47.296
17,2016-01-01 03:30:00,KWH,47.296
18,2016-01-01 03:45:00,KWH,47.300
19,2016-01-01 04:00:00,KWH,47.304
20,2016-01-01 04:15:00,KWH,47.308
21,2016-01-01 04:15:00,KWH,47.308
22,2016-01-01 04:30:00,KWH,47.312
23,2016-01-01 04:45:00,KWH,47.316
24,2016-01-01 05:00:00,KWH,47.317
25,2016-01-01 05:15:00,KWH,47.317
26,2016-01-01 05:30:00,KWH,47.317
27,2016-01-01 05:45:00,KWH,47.317
28,2016-01-01 06:00:00,KWH,47.317
29,2016-01-01 06:15:00,KWH,47.317
30,2016-01-01 06:30:00,KWH,47.317
31,2016-01-01 06:45:00,KWH,47.317
32,2016-01-01 07:00:00,KWH,47.317
33,2016-01-01 07:15:00,KWH,47.317
34,2016-01-01 07:30:00,KWH,47.317
35,2016-01-01 07:45:00,KWH,47.317
36,2016-01-01 08:00:00,KWH,47.317
37,2016-01-01 08:15:00,KWH,47.317
38,2016-01-01 08:30:00,KWH,47.317
39,2016-01-01 08:45:00,KWH,47.317
40,2016-01-01 09:00:00,KWH,47.317
41,2016-01-01 09:15:00,KWH,47.317
42,2016-01-01 09:15:59,KWH,47.317
43,2016-01-01 09:30:00,KWH,47.317
44,2016-01-01 09:45:00,KWH,47.317
45,2016-01-01 10:00:00,KWH,47.317
46,2016-01-01 10:15:00,KWH,47.317
47,2016-01-01 10:30:00,KWH,47.317
48,2016-01-01 10:45:00,KWH,47.317
49,2016-01-01 11:00:00,KWH,47.317
50,2016-01-01 11:15:00,KWH,47.317
51,2016-01-01 11:30:00,KWH,47.317
52,2016-01-01 11:45:00,KWH,47.317
53,2016-01-01 12:00:00,KWH,47.317
54,2016-01-01 12:15:00,KWH,47.317
55,2016-01-01 12:30:00,KWH,47.317
56,2016-01-01 12:45:00,KWH,47.317
57,2016-01-01 13:00:00,KWH,47.317
58,2016-01-01 13:15:00,KWH,47.317
59,2016-01-01 13:30:00,KWH,47.317
60,2016-01-01 13:45:00,KWH,47.317
61,2016-01-01 14:00:00,KWH,47.317
62,2016-01-01 14:15:00,KWH,47.317
63,2016-01-01 14:30:00,KWH,47.317
64,2016-01-01 14:45:00,KWH,47.317
65,2016-01-01 15:00:00,KWH,47.317
66,2016-01-01 15:15:00,KWH,47.317
67,2016-01-01 15:30:00,KWH,47.317
68,2016-01-01 15:30:59,KWH,47.317
69,2016-01-01 15:45:00,KWH,47.317
70,2016-01-01 16:00:00,KWH,47.319
71,2016-01-01 16:15:00,KWH,47.323
72,2016-01-01 16:30:00,KWH,47.328
73,2016-01-01 16:45:00,KWH,47.332
74,2016-01-01 17:00:00,KWH,47.336
75,2016-01-01 17:15:00,KWH,47.340
76,2016-01-01 17:30:00,KWH,47.344
77,2016-01-01 17:45:00,KWH,47.348
78,2016-01-01 18:00:00,KWH,47.351
79,2016-01-01 18:15:00,KWH,47.355
80,2016-01-01 18:30:00,KWH,47.359
81,2016-01-01 18:45:00,KWH,47.363
82,2016-01-01 19:00:00,KWH,47.367
83,2016-01-01 19:15:00,KWH,47.371
84,2016-01-01 19:30:00,KWH,47.375
85,2016-01-01 19:45:00,KWH,47.378
86,2016-01-01 20:00:00,KWH,47.382
87,2016-01-01 20:15:00,KWH,47.386
88,2016-01-01 20:30:00,KWH,47.390
89,2016-01-01 20:45:00,KWH,47.394
90,2016-01-01 21:00:00,KWH,47.398
91,2016-01-01 21:15:00,KWH,47.401
92,2016-01-01 21:30:00,KWH,47.405
93,2016-01-01 21:45:00,KWH,47.409
94,2016-01-01 22:00:00,KWH,47.413
95,2016-01-01 22:15:00,KWH,47.417
96,2016-01-01 22:30:00,KWH,47.421
97,2016-01-01 22:45:00,KWH,47.425
98,2016-01-01 23:00:00,KWH,47.429
99,2016-01-01 23:15:00,KWH,47.432
100,2016-01-01 23:30:00,KWH,47.436
101,2016-01-02 00:00:00,KWH,47.444
102,2016-01-02 00:15:00,KWH,47.448
103,2016-01-02 00:30:00,KWH,47.452
104,2016-01-02 00:45:00,KWH,47.455
105,2016-01-02 01:00:00,KWH,47.459
106,2016-01-02 01:15:00,KWH,47.463
107,2016-01-02 01:30:00,KWH,47.467
108,2016-01-02 01:45:00,KWH,47.471
109,2016-01-02 02:00:00,KWH,47.475
110,2016-01-02 02:15:00,KWH,47.479
111,2016-01-02 02:30:00,KWH,47.483
112,2016-01-02 02:45:00,KWH,47.486
113,2016-01-02 03:00:00,KWH,47.490
114,2016-01-02 03:30:00,KWH,47.498
115,2016-01-02 03:45:00,KWH,47.502
116,2016-01-02 04:00:00,KWH,47.503
117,2016-01-02 04:15:00,KWH,47.503
118,2016-01-02 04:30:00,KWH,47.503
119,2016-01-02 04:45:00,KWH,47.503
120,2016-01-02 05:00:00,KWH,47.503
121,2016-01-02 05:15:00,KWH,47.503
122,2016-01-02 05:30:00,KWH,47.503
123,2016-01-02 05:45:00,KWH,47.503
124,2016-01-02 06:00:00,KWH,47.503
125,2016-01-02 06:15:00,KWH,47.503
126,2016-01-02 06:30:00,KWH,47.503
127,2016-01-02 06:45:00,KWH,47.503
128,2016-01-02 07:00:00,KWH,47.503
129,2016-01-02 07:15:00,KWH,47.503
130,2016-01-02 07:30:00,KWH,47.503
131,2016-01-02 07:45:00,KWH,47.503
132,2016-01-02 08:00:00,KWH,47.503
133,2016-01-02 08:15:00,KWH,47.503
134,2016-01-02 08:30:00,KWH,47.503
135,2016-01-02 08:45:00,KWH,47.503
136,2016-01-02 09:00:00,KWH,47.503
137,2016-01-02 09:15:00,KWH,47.503
138,2016-01-02 09:30:00,KWH,47.503
139,2016-01-02 09:45:00,KWH,47.503
140,2016-01-02 10:00:00,KWH,47.503
141,2016-01-02 10:15:00,KWH,47.503
142,2016-01-02 10:30:00,KWH,47.503
143,2016-01-02 10:45:00,KWH,47.503
144,2016-01-02 11:00:00,KWH,47.503
145,2016-01-02 11:15:00,KWH,47.503
146,2016-01-02 11:30:00,KWH,47.503
147,2016-01-02 11:45:00,KWH,47.503
148,2016-01-02 12:00:00,KWH,47.503
149,2016-01-02 12:15:00,KWH,47.503
150,2016-01-02 12:30:00,KWH,47.503
151,2016-01-02 12:45:00,KWH,47.503
152,2016-01-02 13:00:00,KWH,47.503
153,2016-01-02 13:30:00,KWH,47.505
154,2016-01-02 13:45:00,KWH,47.506
155,2016-01-02 14:00:00,KWH,47.507
156,2016-01-02 14:15:00,KWH,47.509
157,2016-01-02 14:30:00,KWH,47.510
158,2016-01-02 14:45:00,KWH,47.510
159,2016-01-02 15:00:00,KWH,47.510
160,2016-01-02 15:15:00,KWH,47.510
161,2016-01-02 15:30:00,KWH,47.510
162,2016-01-02 15:45:00,KWH,47.510
163,2016-01-02 16:00:00,KWH,47.510
164,2016-01-02 16:15:00,KWH,47.510
165,2016-01-02 16:30:00,KWH,47.512
166,2016-01-02 16:45:00,KWH,47.516
167,2016-01-02 17:00:00,KWH,47.520
168,2016-01-02 17:15:00,KWH,47.524
169,2016-01-02 17:30:00,KWH,47.528
170,2016-01-02 17:45:00,KWH,47.532
171,2016-01-02 18:00:00,KWH,47.535
172,2016-01-02 18:15:00,KWH,47.539
173,2016-01-02 18:30:00,KWH,47.543
174,2016-01-02 18:45:00,KWH,47.547
175,2016-01-02 19:00:00,KWH,47.551
176,2016-01-02 19:15:00,KWH,47.555
177,2016-01-02 19:30:00,KWH,47.559
178,2016-01-02 19:45:00,KWH,47.563
179,2016-01-02 20:00:00,KWH,47.567
180,2016-01-02 20:15:00,KWH,47.570
181,2016-01-02 20:30:00,KWH,47.575
182,2016-01-02 20:30:59,KWH,47.575
183,2016-01-02 20:45:00,KWH,47.579
184,2016-01-02 21:00:00,KWH,47.583
185,2016-01-02 21:15:00,KWH,47.587
186,2016-01-02 21:30:00,KWH,47.591
187,2016-01-02 21:45:00,KWH,47.595
188,2016-01-02 22:00:00,KWH,47.599
189,2016-01-02 22:15:00,KWH,47.603
190,2016-01-02 22:30:00,KWH,47.607
191,2016-01-02 22:45:00,KWH,47.611
192,2016-01-02 23:00:00,KWH,47.615
193,2016-01-02 23:15:00,KWH,47.619
194,2016-01-02 23:30:00,KWH,47.623
195,2016-01-02 23:45:00,KWH,47.628
196,2016-01-03 00:00:00,KWH,47.632
197,2016-01-03 00:15:00,KWH,47.637
198,2016-01-03 00:30:00,KWH,47.641
199,2016-01-03 00:45:00,KWH,47.646
200,2016-01-03 01:00:00,KWH,47.651
201,2016-01-03 01:15:00,KWH,47.655
202,2016-01-03 01:30:00,KWH,47.660
203,2016-01-03 01:45:00,KWH,47.664
204,2016-01-03 02:00:00,KWH,47.668
205,2016-01-03 02:15:00,KWH,47.671
206,2016-01-03 02:30:00,KWH,47.675
207,2016-01-03 02:45:00,KWH,47.679
208,2016-01-03 03:00:00,KWH,47.683
209,2016-01-03 03:15:00,KWH,47.687
210,2016-01-03 03:30:00,KWH,47.691
211,2016-01-03 03:45:00,KWH,47.694
212,2016-01-03 04:00:00,KWH,47.698
213,2016-01-03 04:15:00,KWH,47.702
214,2016-01-03 04:30:00,KWH,47.706
215,2016-01-03 04:45:00,KWH,47.710
216,2016-01-03 05:00:00,KWH,47.714
217,2016-01-03 05:15:00,KWH,47.714
218,2016-01-03 05:30:00,KWH,47.714
219,2016-01-03 05:45:00,KWH,47.714
220,2016-01-03 06:00:00,KWH,47.714
221,2016-01-03 06:15:00,KWH,47.714
222,2016-01-03 06:30:00,KWH,47.714
223,2016-01-03 06:45:00,KWH,47.714
224,2016-01-03 07:00:00,KWH,47.714
225,2016-01-03 07:15:00,KWH,47.714
226,2016-01-03 07:30:00,KWH,47.714
227,2016-01-03 07:45:00,KWH,47.714
228,2016-01-03 08:00:00,KWH,47.714
229,2016-01-03 08:15:00,KWH,47.714
230,2016-01-03 08:30:00,KWH,47.714
231,2016-01-03 08:45:00,KWH,47.714
232,2016-01-03 09:15:00,KWH,47.714
233,2016-01-03 09:30:00,KWH,47.714
234,2016-01-03 09:45:00,KWH,47.714
235,2016-01-03 10:00:00,KWH,47.714
236,2016-01-03 10:15:00,KWH,47.714
237,2016-01-03 10:30:00,KWH,47.714
238,2016-01-03 10:45:00,KWH,47.714
239,2016-01-03 11:00:00,KWH,47.714
240,2016-01-03 11:15:00,KWH,47.714
241,2016-01-03 11:30:00,KWH,47.714
242,2016-01-03 11:45:00,KWH,47.714
243,2016-01-03 12:00:00,KWH,47.714
244,2016-01-03 12:15:00,KWH,47.714
245,2016-01-03 12:30:00,KWH,47.714
246,2016-01-03 12:45:00,KWH,47.714
247,2016-01-03 13:00:00,KWH,47.714
248,2016-01-03 13:15:00,KWH,47.714
249,2016-01-03 13:30:00,KWH,47.714
250,2016-01-03 13:45:00,KWH,47.714
251,2016-01-03 14:00:00,KWH,47.714
252,2016-01-03 14:15:00,KWH,47.714
253,2016-01-03 14:30:00,KWH,47.714
254,2016-01-03 14:45:00,KWH,47.714
255,2016-01-03 15:00:00,KWH,47.714
256,2016-01-03 15:15:00,KWH,47.714
257,2016-01-03 15:30:00,KWH,47.714
258,2016-01-03 15:45:00,KWH,47.714
259,2016-01-03 16:00:00,KWH,47.714
260,2016-01-03 16:15:00,KWH,47.714
261,2016-01-03 16:30:00,KWH,47.716
262,2016-01-03 16:45:00,KWH,47.720
263,2016-01-03 17:00:00,KWH,47.723
264,2016-01-03 17:15:00,KWH,47.727
265,2016-01-03 17:30:00,KWH,47.731
266,2016-01-03 17:45:00,KWH,47.735
267,2016-01-03 18:00:00,KWH,47.739
268,2016-01-03 18:15:00,KWH,47.742
269,2016-01-03 18:30:00,KWH,47.746
270,2016-01-03 18:45:00,KWH,47.750
271,2016-01-03 19:00:00,KWH,47.753
272,2016-01-03 19:15:00,KWH,47.757
273,2016-01-03 19:30:00,KWH,47.761
274,2016-01-03 19:45:00,KWH,47.765
275,2016-01-03 20:00:00,KWH,47.769
276,2016-01-03 20:15:00,KWH,47.773
277,2016-01-03 20:30:00,KWH,47.776
278,2016-01-03 20:45:00,KWH,47.780
279,2016-01-03 21:00:00,KWH,47.784
280,2016-01-03 21:15:00,KWH,47.788
281,2016-01-03 21:30:00,KWH,47.791
282,2016-01-03 21:45:00,KWH,47.795
283,2016-01-03 22:00:00,KWH,47.799
284,2016-01-03 22:15:00,KWH,47.803
285,2016-01-03 22:30:00,KWH,47.807
286,2016-01-03 22:45:00,KWH,47.811
287,2016-01-03 23:00:00,KWH,47.815
288,2016-01-03 23:15:00,KWH,47.818
289,2016-01-03 23:30:00,KWH,47.822
290,2016-01-03 23:45:00,KWH,47.826
291,2016-01-04 00:00:00,KWH,47.830
292,2016-01-04 00:15:00,KWH,47.834
293,2016-01-04 00:30:00,KWH,47.838
294,2016-01-04 00:45:00,KWH,47.841
295,2016-01-04 01:00:00,KWH,47.845
296,2016-01-04 01:15:00,KWH,47.849
297,2016-01-04 01:30:00,KWH,47.853
298,2016-01-04 01:45:00,KWH,47.857
299,2016-01-04 02:00:00,KWH,47.861
300,2016-01-04 02:15:00,KWH,47.865
301,2016-01-04 02:30:00,KWH,47.868
302,2016-01-04 02:45:00,KWH,47.872
303,2016-01-04 03:00:00,KWH,47.876
304,2016-01-04 03:15:00,KWH,47.880
305,2016-01-04 03:30:00,KWH,47.883
306,2016-01-04 03:45:00,KWH,47.883
