,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,24.808
1,2016-01-01 00:15:00,KWH,24.811
2,2016-01-01 00:30:00,KWH,24.814
3,2016-01-01 00:45:00,KWH,24.814
4,2016-01-01 01:00:00,KWH,24.814
5,2016-01-01 01:15:00,KWH,24.815
6,2016-01-01 01:30:00,KWH,24.818
7,2016-01-01 01:45:00,KWH,24.822
8,2016-01-01 02:00:00,KWH,24.823
9,2016-01-01 02:15:00,KWH,24.823
10,2016-01-01 02:30:00,KWH,24.823
11,2016-01-01 02:45:00,KWH,24.823
12,2016-01-01 03:00:00,KWH,24.823
13,2016-01-01 03:15:00,KWH,24.823
14,2016-01-01 03:30:00,KWH,24.823
15,2016-01-01 03:45:00,KWH,24.823
16,2016-01-01 04:00:00,KWH,24.823
17,2016-01-01 04:15:00,KWH,24.823
18,2016-01-01 04:30:00,KWH,24.823
19,2016-01-01 04:45:00,KWH,24.825
20,2016-01-01 05:00:00,KWH,24.828
21,2016-01-01 05:15:00,KWH,24.831
22,2016-01-01 05:30:00,KWH,24.834
23,2016-01-01 05:45:00,KWH,24.835
24,2016-01-01 06:00:00,KWH,24.835
25,2016-01-01 06:15:00,KWH,24.835
26,2016-01-01 06:30:00,KWH,24.835
27,2016-01-01 06:45:00,KWH,24.835
28,2016-01-01 07:00:00,KWH,24.835
29,2016-01-01 07:15:00,KWH,24.835
30,2016-01-01 07:30:00,KWH,24.835
31,2016-01-01 07:45:00,KWH,24.835
32,2016-01-01 08:00:00,KWH,24.835
33,2016-01-01 08:15:00,KWH,24.835
34,2016-01-01 08:30:00,KWH,24.835
35,2016-01-01 08:45:00,KWH,24.835
36,2016-01-01 09:00:00,KWH,24.835
37,2016-01-01 09:15:00,KWH,24.835
38,2016-01-01 09:30:00,KWH,24.835
39,2016-01-01 09:45:00,KWH,24.835
40,2016-01-01 10:00:00,KWH,24.835
41,2016-01-01 10:15:00,KWH,24.835
42,2016-01-01 10:30:00,KWH,24.835
43,2016-01-01 10:45:00,KWH,24.835
44,2016-01-01 11:00:00,KWH,24.835
45,2016-01-01 11:15:00,KWH,24.835
46,2016-01-01 11:30:00,KWH,24.835
47,2016-01-01 11:45:00,KWH,24.835
48,2016-01-01 12:00:00,KWH,24.835
49,2016-01-01 12:15:00,KWH,24.835
50,2016-01-01 12:30:00,KWH,24.835
