,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,40.154
1,2016-01-01 00:15:00,KWH,40.157
2,2016-01-01 00:30:00,KWH,40.160
3,2016-01-01 00:45:00,KWH,40.164
4,2016-01-01 01:00:00,KWH,40.165
5,2016-01-01 01:15:00,KWH,40.168
6,2016-01-01 01:30:00,KWH,40.171
7,2016-01-01 01:45:00,KWH,40.174
8,2016-01-01 02:00:00,KWH,40.174
9,2016-01-01 02:15:00,KWH,40.174
10,2016-01-01 02:30:00,KWH,40.174
11,2016-01-01 02:45:00,KWH,40.174
12,2016-01-01 03:00:00,KWH,40.174
13,2016-01-01 03:15:00,KWH,40.174
14,2016-01-01 03:30:00,KWH,40.174
15,2016-01-01 03:45:00,KWH,40.174
16,2016-01-01 04:00:00,KWH,40.174
17,2016-01-01 04:15:00,KWH,40.174
18,2016-01-01 04:30:00,KWH,40.174
19,2016-01-01 04:45:00,KWH,40.174
20,2016-01-01 05:00:00,KWH,40.174
21,2016-01-01 05:15:00,KWH,40.174
22,2016-01-01 05:30:00,KWH,40.174
23,2016-01-01 05:45:00,KWH,40.174
24,2016-01-01 06:00:00,KWH,40.174
25,2016-01-01 06:15:00,KWH,40.174
26,2016-01-01 06:30:00,KWH,40.174
27,2016-01-01 06:45:00,KWH,40.174
28,2016-01-01 07:00:00,KWH,40.174
29,2016-01-01 07:15:00,KWH,40.174
30,2016-01-01 07:30:00,KWH,40.174
31,2016-01-01 07:45:00,KWH,40.174
32,2016-01-01 08:00:00,KWH,40.174
33,2016-01-01 08:15:00,KWH,40.174
34,2016-01-01 08:30:00,KWH,40.174
35,2016-01-01 08:45:00,KWH,40.174
36,2016-01-01 09:00:00,KWH,40.174
37,2016-01-01 09:15:00,KWH,40.174
38,2016-01-01 09:30:00,KWH,40.174
39,2016-01-01 09:45:00,KWH,40.174
40,2016-01-01 10:00:00,KWH,40.174
41,2016-01-01 10:15:00,KWH,40.174
42,2016-01-01 10:30:00,KWH,40.174
43,2016-01-01 10:45:00,KWH,40.174
44,2016-01-01 11:00:00,KWH,40.174
45,2016-01-01 11:15:00,KWH,40.174
46,2016-01-01 11:30:00,KWH,40.174
47,2016-01-01 11:45:00,KWH,40.174
48,2016-01-01 11:45:00,KWH,40.174
