,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,32.976
1,2016-01-01 00:15:00,KWH,32.980
2,2016-01-01 00:30:00,KWH,32.983
3,2016-01-01 00:45:00,KWH,32.986
4,2016-01-01 01:00:00,KWH,32.989
5,2016-01-01 01:15:00,KWH,32.992
6,2016-01-01 01:30:00,KWH,32.996
7,2016-01-01 01:45:00,KWH,32.999
8,2016-01-01 02:00:00,KWH,33.002
9,2016-01-01 02:15:00,KWH,33.005
10,2016-01-01 02:30:00,KWH,33.008
11,2016-01-01 02:45:00,KWH,33.011
12,2016-01-01 03:00:00,KWH,33.015
13,2016-01-01 03:15:00,KWH,33.017
14,2016-01-01 03:30:00,KWH,33.020
15,2016-01-01 03:45:00,KWH,33.020
16,2016-01-01 04:00:00,KWH,33.020
17,2016-01-01 04:15:00,KWH,33.020
18,2016-01-01 04:30:00,KWH,33.020
19,2016-01-01 04:45:00,KWH,33.020
20,2016-01-01 05:00:00,KWH,33.020
21,2016-01-01 05:15:00,KWH,33.020
22,2016-01-01 05:30:00,KWH,33.020
23,2016-01-01 05:45:00,KWH,33.020
24,2016-01-01 06:00:00,KWH,33.020
25,2016-01-01 06:15:00,KWH,33.020
26,2016-01-01 06:30:00,KWH,33.020
27,2016-01-01 06:45:00,KWH,33.020
28,2016-01-01 07:00:00,KWH,33.020
29,2016-01-01 07:15:00,KWH,33.020
30,2016-01-01 07:30:00,KWH,33.020
31,2016-01-01 07:45:00,KWH,33.020
32,2016-01-01 08:00:00,KWH,33.020
33,2016-01-01 08:15:00,KWH,33.020
34,2016-01-01 08:30:00,KWH,33.020
35,2016-01-01 08:45:00,KWH,33.020
36,2016-01-01 09:00:00,KWH,33.020
37,2016-01-01 09:15:00,KWH,33.020
38,2016-01-01 09:30:00,KWH,33.020
39,2016-01-01 09:45:00,KWH,33.020
40,2016-01-01 10:00:00,KWH,33.020
41,2016-01-01 10:15:00,KWH,33.020
42,2016-01-01 10:30:00,KWH,33.020
43,2016-01-01 10:45:00,KWH,33.020
44,2016-01-01 11:00:00,KWH,33.020
45,2016-01-01 11:15:00,KWH,33.020
46,2016-01-01 11:30:00,KWH,33.020
47,2016-01-01 11:45:00,KWH,33.020
48,2016-01-01 12:00:00,KWH,33.020
49,2016-01-01 12:15:00,KWH,33.020
50,2016-01-01 12:30:00,KWH,33.020
51,2016-01-01 12:45:00,KWH,33.020
52,2016-01-01 13:00:00,KWH,33.020
53,2016-01-01 13:15:00,KWH,33.020
54,2016-01-01 13:30:00,KWH,33.020
55,2016-01-01 13:45:00,KWH,33.020
56,2016-01-01 14:00:00,KWH,33.020
57,2016-01-01 14:15:00,KWH,33.020
58,2016-01-01 14:30:00,KWH,33.020
59,2016-01-01 14:45:00,KWH,33.020
60,2016-01-01 15:00:00,KWH,33.020
61,2016-01-01 15:15:00,KWH,33.020
62,2016-01-01 15:30:00,KWH,33.020
63,2016-01-01 15:45:00,KWH,33.020
64,2016-01-01 16:00:00,KWH,33.020
65,2016-01-01 16:30:00,KWH,33.022
66,2016-01-01 16:45:00,KWH,33.030
67,2016-01-01 17:00:00,KWH,33.038
68,2016-01-01 17:15:00,KWH,33.046
69,2016-01-01 17:30:00,KWH,33.054
70,2016-01-01 17:45:00,KWH,33.062
71,2016-01-01 18:00:00,KWH,33.070
72,2016-01-01 18:15:00,KWH,33.078
73,2016-01-01 18:30:00,KWH,33.078
74,2016-01-01 18:45:00,KWH,33.078
75,2016-01-01 19:00:00,KWH,33.078
76,2016-01-01 19:15:00,KWH,33.078
77,2016-01-01 19:30:00,KWH,33.078
78,2016-01-01 19:45:00,KWH,33.078
79,2016-01-01 20:00:00,KWH,33.078
80,2016-01-01 20:15:00,KWH,33.078
81,2016-01-01 20:30:00,KWH,33.078
82,2016-01-01 20:45:00,KWH,33.078
83,2016-01-01 21:00:00,KWH,33.078
84,2016-01-01 21:15:00,KWH,33.078
85,2016-01-01 21:30:00,KWH,33.078
86,2016-01-01 21:45:00,KWH,33.078
87,2016-01-01 22:00:00,KWH,33.078
88,2016-01-01 22:15:00,KWH,33.078
89,2016-01-01 22:30:00,KWH,33.078
90,2016-01-01 22:45:00,KWH,33.078
91,2016-01-01 23:00:00,KWH,33.078
92,2016-01-01 23:15:00,KWH,33.078
93,2016-01-01 23:30:00,KWH,33.078
94,2016-01-01 23:45:00,KWH,33.078
95,2016-01-02 00:00:00,KWH,33.078
96,2016-01-02 00:15:00,KWH,33.078
97,2016-01-02 00:30:00,KWH,33.078
98,2016-01-02 00:45:00,KWH,33.078
99,2016-01-02 01:00:00,KWH,33.078
100,2016-01-02 01:15:00,KWH,33.078
101,2016-01-02 01:30:00,KWH,33.078
102,2016-01-02 01:45:00,KWH,33.078
103,2016-01-02 02:00:00,KWH,33.078
104,2016-01-02 02:15:00,KWH,33.078
105,2016-01-02 02:30:00,KWH,33.078
106,2016-01-02 02:45:00,KWH,33.078
107,2016-01-02 03:00:00,KWH,33.078
108,2016-01-02 03:15:00,KWH,33.078
109,2016-01-02 03:30:00,KWH,33.078
110,2016-01-02 03:45:00,KWH,33.078
111,2016-01-02 04:15:00,KWH,33.078
112,2016-01-02 04:30:00,KWH,33.078
113,2016-01-02 04:45:00,KWH,33.078
114,2016-01-02 05:00:00,KWH,33.078
115,2016-01-02 05:15:00,KWH,33.078
116,2016-01-02 05:30:00,KWH,33.078
117,2016-01-02 05:45:00,KWH,33.078
118,2016-01-02 06:00:00,KWH,33.078
119,2016-01-02 06:15:00,KWH,33.078
120,2016-01-02 06:30:00,KWH,33.078
121,2016-01-02 06:45:00,KWH,33.078
122,2016-01-02 07:00:00,KWH,33.078
123,2016-01-02 07:15:00,KWH,33.078
124,2016-01-02 07:30:00,KWH,33.078
125,2016-01-02 07:45:00,KWH,33.078
126,2016-01-02 08:00:00,KWH,33.078
127,2016-01-02 08:15:00,KWH,33.078
128,2016-01-02 08:30:00,KWH,33.078
129,2016-01-02 08:45:00,KWH,33.078
130,2016-01-02 09:00:00,KWH,33.078
131,2016-01-02 09:15:00,KWH,33.078
132,2016-01-02 09:30:00,KWH,33.078
133,2016-01-02 09:45:00,KWH,33.078
134,2016-01-02 10:00:00,KWH,33.078
135,2016-01-02 10:15:00,KWH,33.078
136,2016-01-02 10:30:00,KWH,33.078
137,2016-01-02 10:45:00,KWH,33.078
138,2016-01-02 11:00:00,KWH,33.078
139,2016-01-02 11:15:00,KWH,33.078
140,2016-01-02 11:30:00,KWH,33.078
