,DT,TYPE,VALUE
0,2016-01-01 00:00:00,KWH,22.487
1,2016-01-01 00:15:00,KWH,22.490
2,2016-01-01 00:30:00,KWH,22.493
3,2016-01-01 00:45:00,KWH,22.497
4,2016-01-01 01:00:00,KWH,22.500
5,2016-01-01 01:15:00,KWH,22.503
6,2016-01-01 01:30:00,KWH,22.506
7,2016-01-01 01:45:00,KWH,22.510
8,2016-01-01 02:00:00,KWH,22.513
9,2016-01-01 02:15:00,KWH,22.516
10,2016-01-01 02:30:00,KWH,22.519
11,2016-01-01 02:45:00,KWH,22.522
12,2016-01-01 03:00:00,KWH,22.526
13,2016-01-01 03:15:00,KWH,22.529
14,2016-01-01 03:30:00,KWH,22.532
15,2016-01-01 03:45:00,KWH,22.535
16,2016-01-01 04:00:00,KWH,22.538
17,2016-01-01 04:15:00,KWH,22.539
18,2016-01-01 04:30:00,KWH,22.539
19,2016-01-01 04:45:00,KWH,22.539
20,2016-01-01 05:00:00,KWH,22.539
21,2016-01-01 05:15:00,KWH,22.539
22,2016-01-01 05:30:00,KWH,22.539
23,2016-01-01 06:00:00,KWH,22.539
24,2016-01-01 06:15:00,KWH,22.539
25,2016-01-01 06:30:00,KWH,22.539
26,2016-01-01 06:45:00,KWH,22.539
27,2016-01-01 07:00:00,KWH,22.539
28,2016-01-01 07:15:00,KWH,22.539
29,2016-01-01 07:30:00,KWH,22.539
30,2016-01-01 07:45:00,KWH,22.539
31,2016-01-01 08:00:00,KWH,22.539
32,2016-01-01 08:15:00,KWH,22.539
33,2016-01-01 08:30:00,KWH,22.539
34,2016-01-01 08:45:00,KWH,22.539
35,2016-01-01 09:00:00,KWH,22.539
36,2016-01-01 09:15:00,KWH,22.539
37,2016-01-01 09:30:00,KWH,22.539
38,2016-01-01 09:45:00,KWH,22.539
39,2016-01-01 10:00:00,KWH,22.539
40,2016-01-01 10:15:00,KWH,22.539
41,2016-01-01 10:30:00,KWH,22.539
42,2016-01-01 10:45:00,KWH,22.539
43,2016-01-01 11:00:00,KWH,22.539
44,2016-01-01 11:15:00,KWH,22.539
45,2016-01-01 11:30:00,KWH,22.539
46,2016-01-01 11:45:00,KWH,22.539
47,2016-01-01 12:00:00,KWH,22.539
48,2016-01-01 12:15:00,KWH,22.539
49,2016-01-01 12:30:00,KWH,22.539
50,2016-01-01 12:45:00,KWH,22.539
51,2016-01-01 13:00:00,KWH,22.539
52,2016-01-01 13:15:00,KWH,22.539
53,2016-01-01 13:30:00,KWH,22.539
54,2016-01-01 13:45:00,KWH,22.539
55,2016-01-01 14:00:00,KWH,22.539
56,2016-01-01 14:15:00,KWH,22.539
57,2016-01-01 14:30:00,KWH,22.539
58,2016-01-01 14:45:00,KWH,22.539
59,2016-01-01 15:00:00,KWH,22.539
60,2016-01-01 15:15:00,KWH,22.539
61,2016-01-01 15:30:00,KWH,22.539
62,2016-01-01 15:45:00,KWH,22.539
63,2016-01-01 16:00:00,KWH,22.539
64,2016-01-01 16:15:00,KWH,22.539
65,2016-01-01 16:30:00,KWH,22.539
66,2016-01-01 16:45:00,KWH,22.541
67,2016-01-01 17:00:00,KWH,22.544
68,2016-01-01 17:15:00,KWH,22.547
69,2016-01-01 17:30:00,KWH,22.550
70,2016-01-01 17:45:00,KWH,22.553
71,2016-01-01 18:00:00,KWH,22.557
72,2016-01-01 18:15:00,KWH,22.560
73,2016-01-01 18:30:00,KWH,22.563
74,2016-01-01 18:45:00,KWH,22.566
75,2016-01-01 19:00:00,KWH,22.569
76,2016-01-01 19:15:00,KWH,22.573
77,2016-01-01 19:15:59,KWH,22.573
78,2016-01-01 19:30:00,KWH,22.576
79,2016-01-01 19:45:00,KWH,22.579
80,2016-01-01 20:00:00,KWH,22.582
81,2016-01-01 20:15:00,KWH,22.585
82,2016-01-01 20:30:00,KWH,22.589
83,2016-01-01 20:45:00,KWH,22.592
84,2016-01-01 21:00:00,KWH,22.595
85,2016-01-01 21:15:00,KWH,22.598
86,2016-01-01 21:30:00,KWH,22.602
87,2016-01-01 21:45:00,KWH,22.605
88,2016-01-01 22:00:00,KWH,22.608
89,2016-01-01 22:15:00,KWH,22.611
90,2016-01-01 22:30:00,KWH,22.614
91,2016-01-01 22:45:00,KWH,22.618
92,2016-01-01 23:00:00,KWH,22.621
93,2016-01-01 23:15:00,KWH,22.624
94,2016-01-01 23:30:00,KWH,22.627
95,2016-01-01 23:45:00,KWH,22.631
96,2016-01-02 00:00:00,KWH,22.634
97,2016-01-02 00:15:00,KWH,22.637
98,2016-01-02 00:30:00,KWH,22.640
99,2016-01-02 00:45:00,KWH,22.643
100,2016-01-02 01:00:00,KWH,22.647
101,2016-01-02 01:15:00,KWH,22.650
102,2016-01-02 01:30:00,KWH,22.653
103,2016-01-02 01:45:00,KWH,22.656
104,2016-01-02 02:00:00,KWH,22.659
105,2016-01-02 02:15:00,KWH,22.663
106,2016-01-02 02:30:00,KWH,22.666
107,2016-01-02 02:45:00,KWH,22.669
108,2016-01-02 03:00:00,KWH,22.672
109,2016-01-02 03:15:00,KWH,22.676
110,2016-01-02 03:30:00,KWH,22.679
111,2016-01-02 04:00:00,KWH,22.685
112,2016-01-02 04:15:00,KWH,22.688
113,2016-01-02 04:30:00,KWH,22.692
114,2016-01-02 04:45:00,KWH,22.695
115,2016-01-02 05:00:00,KWH,22.698
116,2016-01-02 05:15:00,KWH,22.698
117,2016-01-02 05:30:00,KWH,22.698
118,2016-01-02 05:45:00,KWH,22.698
119,2016-01-02 06:00:00,KWH,22.698
120,2016-01-02 06:15:00,KWH,22.698
121,2016-01-02 06:30:00,KWH,22.698
122,2016-01-02 06:45:00,KWH,22.698
123,2016-01-02 07:00:00,KWH,22.698
124,2016-01-02 07:15:00,KWH,22.698
125,2016-01-02 07:30:00,KWH,22.698
126,2016-01-02 07:45:00,KWH,22.698
127,2016-01-02 08:00:00,KWH,22.698
128,2016-01-02 08:15:00,KWH,22.698
129,2016-01-02 08:30:00,KWH,22.698
130,2016-01-02 08:45:00,KWH,22.698
131,2016-01-02 09:00:00,KWH,22.698
132,2016-01-02 09:15:00,KWH,22.698
133,2016-01-02 09:30:00,KWH,22.698
134,2016-01-02 09:45:00,KWH,22.698
135,2016-01-02 10:00:00,KWH,22.698
136,2016-01-02 10:15:00,KWH,22.698
137,2016-01-02 10:30:00,KWH,22.698
138,2016-01-02 10:45:00,KWH,22.698
139,2016-01-02 11:00:00,KWH,22.698
140,2016-01-02 11:15:00,KWH,22.698
141,2016-01-02 11:30:00,KWH,22.698
142,2016-01-02 11:45:00,KWH,22.698
143,2016-01-02 12:00:00,KWH,22.698
144,2016-01-02 12:15:00,KWH,22.698
145,2016-01-02 12:30:00,KWH,22.698
146,2016-01-02 12:45:00,KWH,22.698
147,2016-01-02 13:00:00,KWH,22.698
148,2016-01-02 13:15:00,KWH,22.698
149,2016-01-02 13:30:00,KWH,22.698
150,2016-01-02 14:00:00,KWH,22.698
151,2016-01-02 14:15:00,KWH,22.698
152,2016-01-02 14:30:00,KWH,22.698
153,2016-01-02 14:45:00,KWH,22.698
154,2016-01-02 15:00:00,KWH,22.698
155,2016-01-02 15:15:00,KWH,22.698
156,2016-01-02 15:30:00,KWH,22.698
157,2016-01-02 15:45:00,KWH,22.698
158,2016-01-02 16:00:00,KWH,22.698
159,2016-01-02 16:15:00,KWH,22.698
160,2016-01-02 16:30:00,KWH,22.701
161,2016-01-02 16:45:00,KWH,22.704
162,2016-01-02 17:00:00,KWH,22.707
163,2016-01-02 17:15:00,KWH,22.711
164,2016-01-02 17:30:00,KWH,22.714
165,2016-01-02 17:45:00,KWH,22.717
166,2016-01-02 18:00:00,KWH,22.720
167,2016-01-02 18:15:00,KWH,22.723
168,2016-01-02 18:30:00,KWH,22.727
169,2016-01-02 18:45:00,KWH,22.730
170,2016-01-02 19:00:00,KWH,22.733
171,2016-01-02 19:15:00,KWH,22.736
172,2016-01-02 19:30:00,KWH,22.739
173,2016-01-02 19:45:00,KWH,22.743
174,2016-01-02 20:00:00,KWH,22.746
175,2016-01-02 20:15:00,KWH,22.749
176,2016-01-02 20:30:00,KWH,22.752
177,2016-01-02 20:45:00,KWH,22.755
178,2016-01-02 21:00:00,KWH,22.759
179,2016-01-02 21:15:00,KWH,22.762
180,2016-01-02 21:30:00,KWH,22.765
181,2016-01-02 21:45:00,KWH,22.768
182,2016-01-02 22:00:00,KWH,22.772
183,2016-01-02 22:15:00,KWH,22.775
184,2016-01-02 22:30:00,KWH,22.778
185,2016-01-02 22:45:00,KWH,22.781
186,2016-01-02 23:00:00,KWH,22.784
187,2016-01-02 23:15:00,KWH,22.788
188,2016-01-02 23:30:00,KWH,22.791
189,2016-01-02 23:45:00,KWH,22.794
190,2016-01-03 00:00:00,KWH,22.797
191,2016-01-03 00:15:00,KWH,22.800
192,2016-01-03 00:30:00,KWH,22.804
193,2016-01-03 00:45:00,KWH,22.807
194,2016-01-03 01:00:00,KWH,22.807
195,2016-01-03 01:15:00,KWH,22.807
196,2016-01-03 01:30:00,KWH,22.807
197,2016-01-03 01:45:00,KWH,22.807
198,2016-01-03 02:00:00,KWH,22.807
199,2016-01-03 02:15:00,KWH,22.807
200,2016-01-03 02:30:00,KWH,22.807
201,2016-01-03 02:45:00,KWH,22.807
202,2016-01-03 03:00:00,KWH,22.807
203,2016-01-03 03:15:00,KWH,22.807
204,2016-01-03 03:30:00,KWH,22.807
205,2016-01-03 03:45:00,KWH,22.807
206,2016-01-03 04:00:00,KWH,22.807
207,2016-01-03 04:15:00,KWH,22.807
208,2016-01-03 04:30:00,KWH,22.807
209,2016-01-03 04:45:00,KWH,22.807
210,2016-01-03 05:00:00,KWH,22.807
211,2016-01-03 05:15:00,KWH,22.807
212,2016-01-03 05:30:00,KWH,22.807
213,2016-01-03 05:45:00,KWH,22.807
214,2016-01-03 06:00:00,KWH,22.807
215,2016-01-03 06:15:00,KWH,22.807
216,2016-01-03 06:30:00,KWH,22.807
217,2016-01-03 07:00:00,KWH,22.807
218,2016-01-03 07:15:00,KWH,22.807
219,2016-01-03 07:30:00,KWH,22.807
220,2016-01-03 07:45:00,KWH,22.807
221,2016-01-03 08:00:00,KWH,22.807
222,2016-01-03 08:15:00,KWH,22.807
223,2016-01-03 08:30:00,KWH,22.807
224,2016-01-03 08:45:00,KWH,22.807
225,2016-01-03 09:00:00,KWH,22.807
226,2016-01-03 09:15:00,KWH,22.807
227,2016-01-03 09:30:00,KWH,22.807
228,2016-01-03 09:45:00,KWH,22.807
229,2016-01-03 10:00:00,KWH,22.807
230,2016-01-03 10:15:00,KWH,22.807
231,2016-01-03 10:30:00,KWH,22.807
232,2016-01-03 10:45:00,KWH,22.807
233,2016-01-03 11:00:00,KWH,22.807
234,2016-01-03 11:15:00,KWH,22.807
235,2016-01-03 11:30:00,KWH,22.807
236,2016-01-03 11:45:00,KWH,22.807
237,2016-01-03 12:00:00,KWH,22.807
238,2016-01-03 12:15:00,KWH,22.807
239,2016-01-03 12:30:00,KWH,22.807
240,2016-01-03 12:45:00,KWH,22.807
241,2016-01-03 13:00:00,KWH,22.807
242,2016-01-03 13:15:00,KWH,22.807
